,WELL
2017-07-17,55.599578857421875
2017-07-18,55.75014877319336
2017-07-19,55.810367584228516
2017-07-20,55.48664093017578
2017-07-21,55.65979766845703
2017-07-24,55.07255935668945
2017-07-25,54.9671630859375
2017-07-26,55.177982330322266
2017-07-27,54.80153274536133
2017-07-28,55.01234436035156
2017-07-31,55.25325393676758
2017-08-01,54.44769287109375
2017-08-02,54.530517578125
2017-08-03,55.00480651855469
2017-08-04,54.73051452636719
2017-08-07,54.79909133911133
2017-08-08,54.814327239990234
2017-08-09,54.28095245361328
2017-08-10,53.793312072753906
2017-08-11,53.640933990478516
2017-08-14,54.669559478759766
2017-08-15,54.28095245361328
2017-08-16,54.860042572021484
2017-08-17,54.174278259277344
2017-08-18,53.8314094543457
2017-08-21,54.84479904174805
2017-08-22,54.04475021362305
2017-08-23,54.5400276184082
2017-08-24,54.41049575805664
2017-08-25,54.79909133911133
2017-08-28,54.28095245361328
2017-08-29,54.80670166015625
2017-08-30,55.248626708984375
2017-08-31,55.78961944580078
2017-09-01,56.13248825073242
2017-09-05,56.429656982421875
2017-09-06,56.13248825073242
2017-09-07,56.37631607055664
2017-09-08,56.8944206237793
2017-09-11,57.42018127441406
2017-09-12,56.64299011230469
2017-09-13,56.46010971069336
2017-09-14,56.72679901123047
2017-09-15,56.8182373046875
2017-09-18,56.620121002197266
2017-09-19,55.94960403442383
2017-09-20,55.77436828613281
2017-09-21,55.01242446899414
2017-09-22,54.067630767822266
2017-09-25,54.334293365478516
