,GE
2020-11-05,39.17827224731445
2020-11-06,39.66861343383789
2020-11-09,42.75775909423828
2020-11-10,44.032649993896484
2020-11-11,43.59134292602539
2020-11-12,42.95390319824219
2020-11-13,45.356571197509766
2020-11-16,46.925655364990234
2020-11-17,47.46503448486328
2020-11-18,47.710205078125
2020-11-19,47.36697769165039
2020-11-20,47.85730743408203
2020-11-23,49.37736511230469
2020-11-24,51.240665435791016
2020-11-25,51.485836029052734
2020-11-27,50.99549865722656
2020-11-30,49.916748046875
2020-12-01,49.76963806152344
2020-12-02,51.14259338378906
2020-12-03,51.976173400878906
2020-12-04,53.349124908447266
2020-12-07,53.25105667114258
2020-12-08,53.74140167236328
2020-12-09,55.84987258911133
2020-12-10,55.506629943847656
2020-12-11,54.72209167480469
2020-12-14,53.10395812988281
2020-12-15,54.4769172668457
2020-12-16,53.59429931640625
2020-12-17,53.349124908447266
2020-12-18,53.05466079711914
2020-12-21,52.858341217041016
2020-12-22,52.073062896728516
2020-12-23,53.300045013427734
2020-12-24,52.269386291503906
2020-12-28,52.220306396484375
2020-12-29,51.827674865722656
2020-12-30,52.56386947631836
2020-12-31,53.00557327270508
2021-01-04,51.38595199584961
2021-01-05,52.858341217041016
2021-01-06,55.754024505615234
2021-01-07,55.31230545043945
2021-01-08,55.65585708618164
2021-01-11,56.19572830200195
2021-01-12,57.815338134765625
2021-01-13,56.78467559814453
2021-01-14,57.22639846801758
2021-01-15,55.60677719116211
2021-01-19,56.097572326660156
2021-01-20,55.90125274658203
2021-01-21,54.33071517944336
2021-01-22,54.527034759521484
2021-01-25,53.938072204589844
2021-01-26,55.41044998168945
2021-01-27,55.852176666259766
2021-01-28,54.42888259887695
2021-01-29,52.416629791259766
2021-02-01,52.71110153198242
2021-02-02,55.16506576538086
2021-02-03,54.968746185302734
2021-02-04,56.19572830200195
2021-02-05,55.95033264160156
2021-02-08,56.980995178222656
2021-02-09,56.63743209838867
2021-02-10,55.95033264160156
2021-02-11,56.244815826416016
2021-02-12,57.569942474365234
2021-02-16,58.74784469604492
2021-02-17,58.207969665527344
2021-02-18,57.07915496826172
2021-02-19,58.993255615234375
2021-02-22,61.349056243896484
2021-02-23,61.79076385498047
2021-02-24,64.3919677734375
2021-02-25,62.62511444091797
2021-02-26,61.54536819458008
2021-03-01,64.34288787841797
2021-03-02,63.70484924316406
2021-03-03,65.96249389648438
2021-03-04,66.60051727294922
2021-03-05,66.7969970703125
2021-03-08,69.59654998779297
2021-03-09,68.7615966796875
2021-03-10,65.07795715332031
2021-03-11,60.26463317871094
2021-03-12,61.78721618652344
2021-03-15,65.56909942626953
2021-03-16,64.5867919921875
2021-03-17,66.84610748291016
2021-03-18,65.07795715332031
2021-03-19,64.93060302734375
2021-03-22,64.48855590820312
2021-03-23,62.18013381958008
2021-03-24,61.394287109375
2021-03-25,63.11333084106445
2021-03-26,63.80094909667969
2021-03-29,63.604488372802734
2021-03-30,65.32351684570312
2021-03-31,64.48855590820312
2021-04-01,65.22529602050781
2021-04-05,66.109375
2021-04-06,65.81468200683594
2021-04-07,65.76555633544922
2021-04-08,66.06024932861328
2021-04-09,66.7969970703125
2021-04-12,66.74787139892578
2021-04-13,66.0111312866211
2021-04-14,67.18990325927734
2021-04-15,66.55139923095703
2021-04-16,65.76555633544922
2021-04-19,66.109375
2021-04-20,64.1447525024414
2021-04-21,65.56909942626953
2021-04-22,65.86380004882812
2021-04-23,66.55139923095703
2021-04-26,66.64964294433594
2021-04-27,66.2567138671875
2021-04-28,64.83235168457031
2021-04-29,64.8814926147461
2021-04-30,64.439453125
2021-05-03,66.06024932861328
2021-05-04,64.439453125
2021-05-05,64.8814926147461
2021-05-06,64.8814926147461
2021-05-07,65.32351684570312
2021-05-10,65.56909942626953
2021-05-11,64.29209899902344
2021-05-12,62.965980529785156
2021-05-13,63.70270919799805
2021-05-14,65.12706756591797
2021-05-17,64.5867919921875
2021-05-18,63.70270919799805
2021-05-19,64.29209899902344
2021-05-20,64.1447525024414
2021-05-21,64.9797134399414
2021-05-24,64.73414611816406
2021-05-25,64.439453125
2021-05-26,65.81468200683594
2021-05-27,70.48065948486328
2021-05-28,69.05628967285156
2021-06-01,69.49832916259766
2021-06-02,69.20364379882812
2021-06-03,69.20364379882812
2021-06-04,68.56514739990234
2021-06-07,68.31957244873047
2021-06-08,68.27043914794922
2021-06-09,67.43549346923828
2021-06-10,66.94432067871094
2021-06-11,67.23902130126953
2021-06-14,66.15850067138672
2021-06-15,66.50228881835938
2021-06-16,66.0111312866211
2021-06-17,63.85005187988281
2021-06-18,62.76951599121094
2021-06-21,64.78324890136719
2021-06-22,63.997398376464844
2021-06-23,63.604488372802734
2021-06-24,64.5867919921875
2021-06-25,64.68509674072266
2021-06-28,63.357975006103516
2021-06-29,64.34102630615234
2021-06-30,66.15967559814453
2021-07-01,66.25797271728516
2021-07-02,65.66815185546875
2021-07-06,63.505428314208984
2021-07-07,63.80033493041992
2021-07-08,63.25966262817383
2021-07-09,64.68509674072266
2021-07-12,64.43933868408203
2021-07-13,63.357975006103516
2021-07-14,62.964744567871094
2021-07-15,62.718990325927734
2021-07-16,61.686771392822266
2021-07-19,58.98337936401367
2021-07-20,62.42406463623047
2021-07-21,64.2918701171875
2021-07-22,62.42406463623047
2021-07-23,62.473209381103516
2021-07-26,63.505428314208984
2021-07-27,64.2918701171875
2021-07-28,64.53763580322266
2021-07-29,65.32408142089844
2021-07-30,63.65289306640625
2021-08-02,61.809661865234375
2021-08-03,63.321102142333984
2021-08-04,63.22893524169922
2021-08-05,63.2965202331543
2021-08-06,64.21814727783203
2021-08-09,63.72046661376953
2021-08-10,65.17662811279297
2021-08-11,65.15203857421875
2021-08-12,65.44696807861328
2021-08-13,64.4638900756836
2021-08-16,63.49928283691406
2021-08-17,62.43635940551758
2021-08-18,62.30733108520508
2021-08-19,61.08465576171875
2021-08-20,61.47172927856445
2021-08-23,62.036983489990234
2021-08-24,63.450130462646484
2021-08-25,64.3287353515625
2021-08-26,63.5177116394043
2021-08-27,65.1827621459961
2021-08-30,64.6297836303711
2021-08-31,64.76497650146484
2021-09-01,63.68974685668945
2021-09-02,65.28722381591797
2021-09-03,64.35946655273438
2021-09-07,63.46242141723633
2021-09-08,63.026187896728516
2021-09-09,63.46242141723633
2021-09-10,62.66983413696289
2021-09-13,64.1812744140625
2021-09-14,61.67449188232422
2021-09-15,62.76813888549805
2021-09-16,62.26431655883789
2021-09-17,61.72978973388672
2021-09-20,61.32427215576172
2021-09-21,59.487178802490234
2021-09-22,60.54396438598633
2021-09-23,63.25966262817383
2021-09-24,63.82536315917969
2021-09-27,64.77842712402344
2021-09-28,65.0121078491211
2021-09-29,65.35027313232422
2021-09-30,63.35190200805664
2021-10-01,65.06742858886719
2021-10-04,64.50173950195312
2021-10-05,64.50173950195312
2021-10-06,64.15125274658203
2021-10-07,64.87682342529297
2021-10-08,64.39105987548828
2021-10-11,63.997520446777344
2021-10-12,63.16128158569336
2021-10-13,62.93992233276367
2021-10-14,63.173580169677734
2021-10-15,64.20044708251953
2021-10-18,64.02212524414062
2021-10-19,64.39720153808594
2021-10-20,65.1781234741211
2021-10-21,63.42568588256836
2021-10-22,63.979095458984375
2021-10-25,64.74768829345703
2021-10-26,66.06355285644531
2021-10-27,63.85611343383789
2021-10-28,64.72309875488281
2021-10-29,64.48329162597656
2021-11-01,65.31953430175781
2021-11-02,65.60237884521484
2021-11-03,65.15967559814453
2021-11-04,64.6923599243164
2021-11-05,66.86289978027344
2021-11-08,66.6661376953125
2021-11-09,68.43087768554688
2021-11-10,66.99817657470703
2021-11-11,65.79299926757812
2021-11-12,66.15579223632812
2021-11-15,65.590087890625
2021-11-16,63.54866027832031
2021-11-17,62.7124137878418
2021-11-18,61.900760650634766
2021-11-19,61.46418762207031
2021-11-22,62.128273010253906
2021-11-23,62.76776123046875
2021-11-24,62.8599853515625
2021-11-26,60.16062927246094
2021-11-29,60.50496292114258
2021-11-30,58.408199310302734
2021-12-01,57.18457794189453
2021-12-02,58.55576705932617
2021-12-03,57.043148040771484
2021-12-06,59.03538131713867
2021-12-07,59.98231506347656
2021-12-08,60.431175231933594
2021-12-09,60.15447235107422
2021-12-10,59.613380432128906
2021-12-13,57.26450729370117
2021-12-14,56.637325286865234
2021-12-15,56.618873596191406
2021-12-16,56.89558029174805
2021-12-17,56.23149108886719
2021-12-20,55.37605667114258
2021-12-21,57.271568298339844
2021-12-22,57.27771759033203
2021-12-23,57.85007095336914
2021-12-27,58.231632232666016
2021-12-28,58.65013122558594
2021-12-29,58.33625793457031
2021-12-30,58.28087615966797
2021-12-31,58.139320373535156
2022-01-03,59.22863006591797
2022-01-04,61.1549072265625
2022-01-05,61.1549072265625
2022-01-06,61.51184844970703
2022-01-07,62.404212951660156
2022-01-10,61.1856803894043
2022-01-11,62.644229888916016
2022-01-12,62.92117691040039
2022-01-13,63.05657196044922
2022-01-14,63.48737335205078
2022-01-18,63.32120132446289
2022-01-19,61.924190521240234
2022-01-20,60.465633392333984
2022-01-21,59.26554870605469
2022-01-24,59.64095687866211
2022-01-25,56.07148361206055
2022-01-26,54.96987533569336
2022-01-27,55.32682418823242
2022-01-28,56.68075942993164
2022-01-31,58.14547348022461
2022-02-01,60.281002044677734
2022-02-02,60.33639144897461
2022-02-03,60.508705139160156
2022-02-04,60.933349609375
2022-02-07,61.48108673095703
2022-02-08,61.11798095703125
2022-02-09,61.08106231689453
2022-02-10,60.79795837402344
2022-02-11,59.59172058105469
2022-02-14,59.450172424316406
2022-02-15,62.10881423950195
2022-02-16,62.410377502441406
2022-02-17,60.5948600769043
2022-02-18,57.04385757446289
2022-02-22,57.942378997802734
2022-02-23,57.019248962402344
2022-02-24,56.951541900634766
2022-02-25,59.30862808227539
2022-02-28,58.779361724853516
2022-03-01,56.82230758666992
2022-03-02,57.94853591918945
2022-03-03,56.896156311035156
2022-03-04,54.859100341796875
2022-03-07,52.59230041503906
2022-03-08,54.298561096191406
2022-03-09,56.20808410644531
2022-03-10,56.25737380981445
2022-03-11,56.84254837036133
2022-03-14,56.947261810302734
2022-03-15,56.88566589355469
2022-03-16,58.33322525024414
2022-03-17,58.844478607177734
2022-03-18,58.881439208984375
2022-03-21,58.40714645385742
2022-03-22,58.45641326904297
2022-03-23,57.71723556518555
2022-03-24,57.975948333740234
2022-03-25,57.91435623168945
2022-03-28,56.67007827758789
2022-03-29,58.30242156982422
2022-03-30,58.25929641723633
2022-03-31,56.362083435058594
2022-04-01,56.97190475463867
2022-04-04,56.682395935058594
2022-04-05,55.499717712402344
2022-04-06,55.3826789855957
2022-04-07,55.10548782348633
2022-04-08,55.27796173095703
2022-04-11,55.23484420776367
2022-04-12,55.4381217956543
2022-04-13,55.90010070800781
2022-04-14,55.949378967285156
2022-04-18,55.68450927734375
2022-04-19,56.60847854614258
2022-04-20,56.30049133300781
2022-04-21,56.49759292602539
2022-04-22,54.865257263183594
2022-04-25,55.364192962646484
2022-04-26,49.641761779785156
2022-04-27,48.17572784423828
2022-04-28,47.88005065917969
2022-04-29,45.921241760253906
2022-05-02,46.53722381591797
2022-05-03,47.83693313598633
2022-05-04,49.54319381713867
2022-05-05,48.40979766845703
2022-05-06,48.188053131103516
2022-05-09,44.947998046875
2022-05-10,45.15742492675781
2022-05-11,44.62152862548828
2022-05-12,45.13894271850586
2022-05-13,46.22923278808594
2022-05-16,45.97051239013672
2022-05-17,47.06079864501953
2022-05-18,46.321632385253906
2022-05-19,46.654258728027344
2022-05-20,46.3524284362793
2022-05-23,46.48178482055664
2022-05-24,45.90275955200195
2022-05-25,45.90891647338867
2022-05-26,47.436546325683594
2022-05-27,48.51451873779297
2022-05-31,48.225006103515625
2022-06-01,47.75069808959961
2022-06-02,48.046363830566406
2022-06-03,47.41191101074219
2022-06-06,47.43038558959961
2022-06-07,48.046363830566406
2022-06-08,47.5289421081543
2022-06-09,46.06291961669922
2022-06-10,43.87618637084961
2022-06-13,41.7140998840332
2022-06-14,41.9173698425293
2022-06-15,42.56415557861328
2022-06-16,40.21727752685547
2022-06-17,40.65462112426758
2022-06-21,40.50062561035156
2022-06-22,39.75528335571289
2022-06-23,39.465782165527344
2022-06-24,41.31987380981445
2022-06-27,41.141029357910156
2022-06-28,40.6291618347168
2022-06-29,39.27854919433594
2022-06-30,39.26622009277344
2022-07-01,39.18604278564453
2022-07-05,38.25481033325195
2022-07-06,37.97111892700195
2022-07-07,38.8530158996582
2022-07-08,39.0071907043457
2022-07-11,38.18080139160156
2022-07-12,38.86534881591797
2022-07-13,38.242469787597656
2022-07-14,37.67509460449219
2022-07-15,38.76667404174805
2022-07-18,39.27238082885742
2022-07-19,41.15953063964844
2022-07-20,41.86874771118164
2022-07-21,42.016761779785156
2022-07-22,42.05377197265625
2022-07-25,42.158599853515625
2022-07-26,44.101261138916016
2022-07-27,44.14442443847656
2022-07-28,45.10649871826172
2022-07-29,45.58137512207031
2022-08-01,46.74696350097656
2022-08-02,45.858890533447266
2022-08-03,46.09324264526367
2022-08-04,45.43335723876953
2022-08-05,45.858890533447266
2022-08-08,46.36459732055664
2022-08-09,46.21042251586914
2022-08-10,47.573360443115234
2022-08-11,48.65877151489258
2022-08-12,49.29399108886719
2022-08-15,49.21998977661133
2022-08-16,49.99705123901367
2022-08-17,49.28782272338867
2022-08-18,48.84996032714844
2022-08-19,47.931060791015625
2022-08-22,46.117916107177734
2022-08-23,46.93197250366211
2022-08-24,47.32667541503906
2022-08-25,48.1900749206543
2022-08-26,46.420101165771484
2022-08-29,46.9011344909668
2022-08-30,46.333763122558594
2022-08-31,45.29151916503906
2022-09-01,45.069496154785156
2022-09-02,44.668636322021484
2022-09-06,44.50212478637695
2022-09-07,45.37785339355469
2022-09-08,45.495033264160156
2022-09-09,45.66154479980469
2022-09-12,46.45094299316406
2022-09-13,43.68806076049805
2022-09-14,43.18851852416992
2022-09-15,42.497802734375
2022-09-16,40.94367599487305
2022-09-19,41.350711822509766
2022-09-20,41.06702423095703
2022-09-21,40.22212600708008
2022-09-22,40.30846405029297
2022-09-23,39.808921813964844
2022-09-26,39.734825134277344
2022-09-27,39.80892562866211
2022-09-28,39.80275344848633
2022-09-29,38.73451232910156
2022-09-30,38.228179931640625
2022-10-03,39.27171325683594
2022-10-04,41.704586029052734
2022-10-05,41.64283752441406
2022-10-06,40.8895149230957
2022-10-07,39.86449432373047
2022-10-10,40.123836517333984
2022-10-11,39.51871109008789
2022-10-12,39.975643157958984
2022-10-13,41.95158386230469
2022-10-14,41.723114013671875
2022-10-17,42.377647399902344
2022-10-18,43.65581512451172
2022-10-19,43.55085372924805
2022-10-20,43.2050666809082
2022-10-21,44.96487808227539
2022-10-24,45.29832077026367
2022-10-25,45.07603454589844
2022-10-26,46.595027923583984
2022-10-27,46.928462982177734
2022-10-28,48.36719512939453
2022-10-31,48.04610061645508
2022-11-01,48.29309844970703
2022-11-02,47.792938232421875
2022-11-03,48.398067474365234
2022-11-04,50.0590934753418
2022-11-07,51.53486633300781
2022-11-08,51.86830520629883
2022-11-09,51.343448638916016
2022-11-10,52.720436096191406
2022-11-11,53.29468536376953
2022-11-14,52.99829864501953
2022-11-15,53.807193756103516
2022-11-16,52.42403793334961
2022-11-17,52.72660446166992
2022-11-18,52.78218078613281
2022-11-21,53.035343170166016
2022-11-22,53.9059944152832
2022-11-23,54.25795364379883
2022-11-25,54.42467498779297
2022-11-28,52.775997161865234
2022-11-29,52.8933219909668
2022-11-30,53.084739685058594
2022-12-01,52.646331787109375
2022-12-02,53.646644592285156
2022-12-05,52.275840759277344
2022-12-06,52.65867614746094
2022-12-07,52.48577880859375
2022-12-08,51.63983917236328
2022-12-09,50.293731689453125
2022-12-12,51.38050079345703
2022-12-13,51.17672348022461
2022-12-14,50.35468673706055
2022-12-15,48.710601806640625
2022-12-16,47.99363327026367
2022-12-19,48.24704360961914
2022-12-20,49.65007781982422
2022-12-21,51.28798294067383
2022-12-22,50.54010772705078
2022-12-23,50.55247116088867
2022-12-27,51.20145034790039
2022-12-28,50.663726806640625
2022-12-29,51.76389694213867
2022-12-30,51.78862762451172
2023-01-03,52.524131774902344
2023-01-04,55.58126449584961
2023-01-05,56.444278717041016
2023-01-06,56.958919525146484
2023-01-09,57.53689956665039
2023-01-10,59.595462799072266
2023-01-11,61.51151657104492
2023-01-12,62.437870025634766
2023-01-13,63.49882888793945
2023-01-17,63.72843551635742
2023-01-18,62.762489318847656
2023-01-19,60.85436248779297
2023-01-20,61.50360107421875
2023-01-23,63.15837097167969
2023-01-24,63.89469528198242
2023-01-25,63.96596145629883
2023-01-26,64.2430648803711
2023-01-27,65.8978500366211
2023-01-30,63.99763107299805
2023-01-31,63.720516204833984
2023-02-01,65.17735290527344
2023-02-02,66.4599838256836
2023-02-03,64.89230346679688
2023-02-06,65.20111083984375
2023-02-07,65.01107788085938
2023-02-08,64.89230346679688
2023-02-09,63.96596145629883
2023-02-10,64.3618392944336
2023-02-13,65.46238708496094
2023-02-14,66.1432876586914
2023-02-15,67.11714172363281
2023-02-16,66.54708099365234
2023-02-17,65.74740600585938
2023-02-21,65.12982940673828
2023-02-22,65.86616516113281
2023-02-23,65.66824340820312
2023-02-24,66.15121459960938
2023-02-27,66.38082122802734
2023-02-28,67.06963348388672
2023-03-01,66.61834716796875
2023-03-02,67.86932373046875
2023-03-03,68.3918685913086
2023-03-06,68.9941635131836
2023-03-07,68.46319580078125
2023-03-08,68.93077087402344
2023-03-09,72.56037139892578
2023-03-10,72.11656951904297
2023-03-13,70.5078125
2023-03-14,72.25129699707031
2023-03-15,71.1338882446289
2023-03-16,72.88529968261719
2023-03-17,71.55390930175781
2023-03-20,71.26068115234375
2023-03-21,73.05170440673828
2023-03-22,70.99916076660156
2023-03-23,72.58414459228516
2023-03-24,72.40979766845703
2023-03-27,73.94722747802734
2023-03-28,73.81249237060547
2023-03-29,74.54159545898438
2023-03-30,74.5336685180664
2023-03-31,75.76201629638672
2023-04-03,76.80811309814453
2023-04-04,75.32615661621094
2023-04-05,74.69217681884766
2023-04-06,74.17704772949219
2023-04-10,74.77935028076172
2023-04-11,74.4227294921875
2023-04-12,74.57329559326172
2023-04-13,74.7317886352539
2023-04-14,75.63523864746094
2023-04-17,76.68924713134766
2023-04-18,78.0364761352539
2023-04-19,78.48027038574219
2023-04-20,79.05878448486328
2023-04-21,78.86065673828125
2023-04-24,79.36785888671875
2023-04-25,78.0126953125
2023-04-26,76.24544525146484
2023-04-27,77.71156311035156
2023-04-28,78.4327163696289
2023-05-01,80.18412017822266
2023-05-02,80.44564056396484
2023-05-03,80.65169525146484
2023-05-04,78.71009063720703
2023-05-05,79.43917846679688
2023-05-08,79.97807312011719
2023-05-09,80.0414810180664
2023-05-10,78.88444519042969
2023-05-11,78.86065673828125
2023-05-12,78.2979965209961
2023-05-15,80.8339614868164
2023-05-16,80.14450073242188
2023-05-17,81.9989242553711
2023-05-18,82.42686462402344
2023-05-19,82.62499237060547
2023-05-22,82.85482788085938
2023-05-23,80.59622955322266
2023-05-24,80.02562713623047
2023-05-25,80.45356750488281
2023-05-26,81.42040252685547
2023-05-30,81.15095520019531
2023-05-31,80.46149444580078
2023-06-01,82.94991302490234
2023-06-02,83.84542083740234
2023-06-05,82.49818420410156
2023-06-06,83.57597351074219
2023-06-07,84.06732177734375
2023-06-08,84.05939483642578
2023-06-09,84.2416763305664
2023-06-12,84.18620300292969
2023-06-13,84.59037017822266
2023-06-14,82.97369384765625
2023-06-15,83.5363540649414
2023-06-16,84.23374938964844
2023-06-20,82.43479919433594
2023-06-21,83.25105285644531
2023-06-22,83.06878662109375
2023-06-23,82.24459075927734
2023-06-26,82.77555847167969
2023-06-27,83.14803314208984
2023-06-28,84.83604431152344
2023-06-29,85.38285064697266
2023-06-30,87.05502319335938
2023-07-03,85.81080627441406
2023-07-05,86.10401916503906
2023-07-06,85.08963775634766
2023-07-07,85.8028793334961
2023-07-10,87.65868377685547
2023-07-11,88.2059097290039
2023-07-12,88.19003295898438
2023-07-13,88.25348663330078
2023-07-14,87.46040344238281
2023-07-17,88.1424560546875
2023-07-18,88.07901000976562
2023-07-19,87.15111541748047
2023-07-20,88.22175598144531
2023-07-21,87.50006866455078
2023-07-24,87.43661499023438
2023-07-25,92.9167709350586
2023-07-26,90.98165893554688
2023-07-27,91.53681182861328
2023-07-28,90.71995544433594
2023-07-31,90.60099029541016
2023-08-01,89.79205322265625
2023-08-02,88.80070495605469
2023-08-03,89.11000061035156
2023-08-04,89.6651611328125
2023-08-07,90.9896011352539
2023-08-08,90.05376434326172
2023-08-09,88.95932006835938
2023-08-10,90.06961822509766
2023-08-11,90.8864974975586
2023-08-14,91.63992309570312
2023-08-15,90.29168701171875
2023-08-16,90.06961822509766
2023-08-17,87.99969482421875
2023-08-18,88.65795135498047
2023-08-21,88.84036254882812
2023-08-22,88.55485534667969
2023-08-23,89.99032592773438
2023-08-24,88.06314086914062
2023-08-25,88.80070495605469
2023-08-28,90.3789291381836
2023-08-29,91.46543884277344
2023-08-30,90.65650177001953
2023-08-31,90.77546691894531
2023-09-01,90.60099029541016
2023-09-05,89.52240753173828
2023-09-06,89.36378479003906
2023-09-07,88.65795135498047
2023-09-08,88.6024398803711
2023-09-11,90.61685180664062
2023-09-12,91.2037353515625
2023-09-13,90.09342193603516
2023-09-14,91.71922302246094
2023-09-15,91.59233093261719
2023-09-18,92.4488525390625
2023-09-19,92.1633529663086
2023-09-20,91.08476257324219
2023-09-21,89.6096420288086
2023-09-22,88.22969055175781
2023-09-25,88.66620635986328
2023-09-26,87.24556732177734
2023-09-27,88.00747680664062
2023-09-28,89.15825653076172
2023-09-29,87.73763275146484
2023-10-02,86.34081268310547
2023-10-03,85.52335357666016
2023-10-04,86.38843536376953
2023-10-05,86.2852554321289
2023-10-06,88.46778869628906
2023-10-09,87.50747680664062
2023-10-10,88.4757308959961
2023-10-11,89.88841247558594
2023-10-12,88.35668182373047
2023-10-13,86.80907440185547
2023-10-16,86.61859130859375
2023-10-17,87.3169937133789
2023-10-18,85.37256622314453
2023-10-19,84.8804931640625
2023-10-20,84.19003295898438
2023-10-23,84.67415618896484
2023-10-24,90.17413330078125
2023-10-25,88.25350952148438
2023-10-26,86.34874725341797
2023-10-27,84.4043197631836
2023-10-30,87.15033721923828
2023-10-31,86.21383666992188
2023-11-01,85.11860656738281
2023-11-02,85.53923034667969
2023-11-03,86.4439926147461
2023-11-06,88.71381378173828
2023-11-07,88.72968292236328
2023-11-08,90.3566665649414
2023-11-09,89.75349426269531
2023-11-10,91.483642578125
2023-11-13,91.68205261230469
2023-11-14,93.05506134033203
2023-11-15,92.30109405517578
2023-11-16,94.39632415771484
2023-11-17,95.1820297241211
2023-11-20,95.29314422607422
2023-11-21,95.15029907226562
2023-11-22,94.92013549804688
2023-11-24,95.21378326416016
2023-11-27,95.21378326416016
2023-11-28,94.32489776611328
2023-11-29,94.33283996582031
2023-11-30,96.6661605834961
2023-12-01,97.22171020507812
2023-12-04,96.45187377929688
2023-12-05,95.42013549804688
2023-12-06,95.08679962158203
2023-12-07,94.82489776611328
2023-12-08,95.70584106445312
2023-12-11,95.45980834960938
2023-12-12,97.078857421875
2023-12-13,96.1740951538086
2023-12-14,96.30901336669922
2023-12-15,97.80107116699219
2023-12-18,98.12646484375
2023-12-19,99.95185089111328
2023-12-20,97.91217803955078
2023-12-21,100.76930236816406
2023-12-22,100.54708862304688
2023-12-26,101.16613006591797
2023-12-27,101.80939483642578
2023-12-28,101.9046859741211
2023-12-29,101.35671997070312
2024-01-02,100.0225601196289
2024-01-03,98.52162170410156
2024-01-04,98.99811553955078
2024-01-05,100.29257202148438
2024-01-08,101.8729248046875
2024-01-09,102.26998901367188
2024-01-10,103.00060272216797
2024-01-11,103.10384368896484
2024-01-12,103.07208251953125
2024-01-16,101.6267318725586
2024-01-17,100.7611083984375
2024-01-18,102.08734130859375
2024-01-19,103.08796691894531
2024-01-22,104.21565246582031
2024-01-23,103.19913482666016
2024-01-24,103.18325805664062
2024-01-25,103.18325805664062
2024-01-26,104.18388366699219
2024-01-29,104.11241149902344
2024-01-30,106.3598403930664
2024-01-31,105.16068267822266
2024-02-01,107.53517150878906
2024-02-02,108.43256378173828
2024-02-05,109.36170959472656
2024-02-06,109.25846862792969
2024-02-07,109.98908233642578
2024-02-08,110.42585754394531
2024-02-09,110.60851287841797
2024-02-12,111.31529998779297
2024-02-13,112.58594512939453
2024-02-14,116.34223937988281
2024-02-15,117.8272933959961
2024-02-16,118.45466613769531
2024-02-20,118.02583312988281
2024-02-21,118.3832015991211
2024-02-22,120.4479751586914
2024-02-23,121.76624298095703
2024-02-26,122.90982055664062
2024-02-27,122.29039001464844
2024-02-28,123.576904296875
2024-02-29,124.59341430664062
2024-03-01,125.99110412597656
2024-03-04,127.86529541015625
2024-03-05,125.36372375488281
2024-03-06,126.66613006591797
2024-03-07,132.2251434326172
2024-03-08,133.3845977783203
2024-03-11,132.2727813720703
2024-03-12,132.98753356933594
2024-03-13,135.1317138671875
2024-03-14,132.42369079589844
2024-03-15,134.12315368652344
2024-03-18,134.9331817626953
2024-03-19,137.7523956298828
2024-03-20,138.12564086914062
2024-03-21,140.27777099609375
2024-03-22,139.09449768066406
2024-03-25,137.77622985839844
2024-03-26,137.82386779785156
2024-03-27,143.0413818359375
2024-03-28,139.39625549316406
2024-04-01,139.2612762451172
2024-04-02,135.7963409423828
2024-04-03,144.9011688232422
2024-04-04,146.66244506835938
2024-04-05,155.5284423828125
2024-04-08,155.74737548828125
2024-04-09,153.72740173339844
2024-04-10,155.8369140625
2024-04-11,156.90162658691406
2024-04-12,154.14041137695312
2024-04-15,153.21334838867188
2024-04-16,156.263671875
2024-04-17,155.17710876464844
2024-04-18,152.4557647705078
2024-04-19,147.59121704101562
2024-04-22,149.71446228027344
2024-04-23,162.10511779785156
2024-04-24,158.68597412109375
2024-04-25,160.74940490722656
2024-04-26,161.8359832763672
2024-04-29,163.9691925048828
2024-04-30,161.30764770507812
2024-05-01,159.19436645507812
2024-05-02,162.12506103515625
2024-05-03,163.59039306640625
2024-05-06,167.43817138671875
2024-05-07,168.24562072753906
2024-05-08,168.3253631591797
2024-05-09,166.96966552734375
2024-05-10,162.8627166748047
2024-05-13,158.9949951171875
2024-05-14,159.49339294433594
2024-05-15,162.95242309570312
2024-05-16,160.60986328125
2024-05-17,159.38375854492188
2024-05-20,158.7756805419922
2024-05-21,160.49024963378906
2024-05-22,160.30084228515625
2024-05-23,164.73675537109375
2024-05-24,166.80020141601562
2024-05-28,168.02630615234375
2024-05-29,163.08201599121094
2024-05-30,163.6800994873047
2024-05-31,164.61712646484375
2024-06-03,160.94879150390625
2024-06-04,160.86904907226562
2024-06-05,162.0353240966797
2024-06-06,160.11143493652344
2024-06-07,161.40731811523438
2024-06-10,162.32440185546875
2024-06-11,159.85227966308594
2024-06-12,160.5400848388672
2024-06-13,155.19705200195312
2024-06-14,155.38645935058594
2024-06-17,162.71316528320312
2024-06-18,164.4476776123047
2024-06-20,164.4775848388672
2024-06-21,163.72000122070312
2024-06-24,160.0316925048828
2024-06-25,159.22425842285156
2024-06-26,160.13137817382812
2024-06-27,159.9918212890625
2024-06-28,158.46665954589844
2024-07-01,158.46665954589844
2024-07-02,160.93881225585938
2024-07-03,162.48391723632812
2024-07-05,159.9918212890625
2024-07-08,163.01222229003906
2024-07-09,162.61349487304688
2024-07-10,165.17535400390625
2024-07-11,161.68052673339844
2024-07-12,158.7748260498047
2024-07-15,159.3240203857422
2024-07-16,162.60916137695312
2024-07-17,156.42831420898438
2024-07-18,158.55516052246094
2024-07-19,158.89466857910156
2024-07-22,162.519287109375
2024-07-23,171.74562072753906
2024-07-24,162.0599822998047
2024-07-25,164.4264678955078
2024-07-26,169.55886840820312
