,PAYC
2014-12-09,27.03844451904297
2014-12-10,26.248714447021484
2014-12-11,25.3109073638916
2014-12-12,24.14605140686035
2014-12-15,23.928876876831055
2014-12-16,26.248714447021484
2014-12-17,26.959474563598633
2014-12-18,27.226009368896484
2014-12-19,26.860754013061523
2014-12-22,28.06509780883789
2014-12-23,27.01870346069336
2014-12-24,26.14999771118164
2014-12-26,26.337560653686523
2014-12-29,25.90320587158203
2014-12-30,25.73538589477539
2014-12-31,25.99205017089844
2015-01-02,25.725515365600582
2015-01-05,24.856813430786133
2015-01-06,24.24477195739746
2015-01-07,25.01475715637207
2015-01-08,26.08089828491211
2015-01-09,25.10360336303711
2015-01-12,24.363231658935547
2015-01-13,23.306964874267575
2015-01-14,22.882482528686523
2015-01-15,23.306964874267575
2015-01-16,23.188501358032227
2015-01-20,22.941713333129883
2015-01-21,24.9357852935791
2015-01-22,25.94269561767578
2015-01-23,26.69293975830078
2015-01-26,27.05818748474121
2015-01-27,27.759077072143555
2015-01-28,28.39086151123047
2015-01-29,27.048316955566406
2015-01-30,25.8341064453125
2015-02-02,25.7551326751709
2015-02-03,27.226009368896484
2015-02-04,26.7324275970459
2015-02-05,27.640615463256836
2015-02-06,27.68997573852539
2015-02-09,29.378028869628903
2015-02-10,31.293128967285156
2015-02-11,31.04633522033691
2015-02-12,32.65541458129883
2015-02-13,31.954526901245117
2015-02-17,33.12925720214844
2015-02-18,32.211185455322266
2015-02-19,32.9614372253418
2015-02-20,33.3365592956543
2015-02-23,32.48760223388672
2015-02-24,32.76400375366211
2015-02-25,32.517215728759766
2015-02-26,32.418495178222656
2015-02-27,31.470813751220703
2015-03-02,31.46094512939453
2015-03-03,31.51030540466309
2015-03-04,31.233896255493164
2015-03-05,31.93478202819824
2015-03-06,31.747224807739254
2015-03-09,30.256603240966797
2015-03-10,30.48365020751953
2015-03-11,31.0858211517334
2015-03-12,31.46094512939453
2015-03-13,30.996978759765625
2015-03-16,31.539918899536133
2015-03-17,32.250675201416016
2015-03-18,33.78078079223633
2015-03-19,34.65936279296875
2015-03-20,33.3365592956543
2015-03-23,32.76400375366211
2015-03-24,31.214155197143555
2015-03-25,30.07891273498535
2015-03-26,31.421457290649418
2015-03-27,31.43132972717285
2015-03-30,31.678123474121097
2015-03-31,31.648508071899418
2015-04-01,31.25364112854004
2015-04-02,31.095693588256836
2015-04-06,31.559661865234375
2015-04-07,31.944656372070312
2015-04-08,31.86568069458008
2015-04-09,31.559661865234375
2015-04-10,31.362228393554688
2015-04-13,31.06608009338379
2015-04-14,30.098657608032227
2015-04-15,30.700828552246097
2015-04-16,30.424421310424805
2015-04-17,29.723535537719727
2015-04-20,31.786712646484375
2015-04-21,32.68503189086914
2015-04-22,32.5270881652832
2015-04-23,32.62580108642578
2015-04-24,32.48760223388672
2015-04-27,31.79657554626465
2015-04-28,32.48760223388672
2015-04-29,31.964401245117188
2015-04-30,31.204282760620117
2015-05-01,31.520177841186523
2015-05-04,32.53695297241211
2015-05-05,30.927875518798828
2015-05-06,32.62580108642578
2015-05-07,34.87653732299805
2015-05-08,35.241790771484375
2015-05-11,37.798545837402344
2015-05-12,38.4500732421875
2015-05-13,37.66033935546875
2015-05-14,38.736351013183594
2015-05-15,34.83704376220703
2015-05-18,34.896278381347656
2015-05-19,35.21217346191406
2015-05-20,35.34050369262695
2015-05-21,35.745235443115234
2015-05-22,35.21217346191406
2015-05-26,34.71858215332031
2015-05-27,34.73832702636719
2015-05-28,34.264495849609375
2015-05-29,34.31385040283203
2015-06-01,34.303977966308594
2015-06-02,34.9258918762207
2015-06-03,34.87653732299805
2015-06-04,34.77781677246094
2015-06-05,34.94563674926758
2015-06-08,35.83408737182617
2015-06-09,35.597164154052734
2015-06-10,35.56755065917969
2015-06-11,35.3010139465332
2015-06-12,35.45896530151367
2015-06-15,36.02164840698242
2015-06-16,37.74919509887695
2015-06-17,37.66033935546875
2015-06-18,37.867645263671875
2015-06-19,37.22598648071289
2015-06-22,37.85777282714844
2015-06-23,37.60110855102539
2015-06-24,36.27831268310547
2015-06-25,36.890350341796875
2015-06-26,35.291141510009766
2015-06-29,33.9387321472168
2015-06-30,33.7116813659668
2015-07-01,34.03744888305664
2015-07-02,33.59321594238281
2015-07-06,34.02758026123047
2015-07-07,33.08976745605469
2015-07-08,32.9022102355957
2015-07-09,33.76103973388672
2015-07-10,34.0177001953125
2015-07-13,34.11642074584961
2015-07-14,34.64948272705078
2015-07-15,34.373077392578125
2015-07-16,34.66922378540039
2015-07-17,34.619873046875
2015-07-20,35.271400451660156
2015-07-21,35.10358810424805
2015-07-22,35.261531829833984
2015-07-23,35.48857498168945
2015-07-24,33.31681442260742
2015-07-27,31.19441032409668
2015-07-28,30.868642807006836
2015-07-29,31.549789428710938
2015-07-30,31.806455612182617
2015-07-31,31.589277267456055
2015-08-03,31.036466598510746
2015-08-04,31.638633728027344
2015-08-05,37.36419296264648
2015-08-06,36.48561477661133
2015-08-07,36.92983627319336
2015-08-10,37.265472412109375
2015-08-11,37.52213668823242
2015-08-12,37.05816650390625
2015-08-13,37.39380645751953
2015-08-14,37.85777282714844
2015-08-17,40.384910583496094
2015-08-18,39.486595153808594
2015-08-19,39.555694580078125
2015-08-20,37.91700744628906
2015-08-21,37.443172454833984
2015-08-24,36.97919845581055
2015-08-25,36.44612503051758
2015-08-26,37.70970153808594
2015-08-27,37.93675231933594
2015-08-28,37.81829452514648
2015-08-31,38.04533386230469
2015-09-01,36.77189254760742
2015-09-02,37.54187774658203
2015-09-03,37.10752487182617
2015-09-04,36.27831268310547
2015-09-08,37.50239562988281
2015-09-09,37.37406539916992
2015-09-10,37.265472412109375
2015-09-11,37.91700744628906
2015-09-14,38.26251220703125
2015-09-15,40.078887939453125
2015-09-16,37.51226806640625
2015-09-17,37.453033447265625
2015-09-18,37.344451904296875
2015-09-21,37.54187774658203
2015-09-22,37.265472412109375
2015-09-23,37.56162643432617
2015-09-24,35.56755065917969
2015-09-25,33.869632720947266
2015-09-28,33.583351135253906
2015-09-29,34.106544494628906
2015-09-30,35.449092864990234
2015-10-01,35.5181884765625
2015-10-02,36.574462890625
2015-10-05,37.847896575927734
2015-10-06,37.680084228515625
2015-10-07,38.8942985534668
2015-10-08,38.85481262207031
2015-10-09,39.8123664855957
2015-10-12,39.98018264770508
2015-10-13,38.87455749511719
2015-10-14,39.239803314208984
2015-10-15,39.87158966064453
2015-10-16,41.32272720336914
2015-10-19,40.31581497192383
2015-10-20,38.074947357177734
2015-10-21,37.798545837402344
2015-10-22,38.13417434692383
2015-10-23,37.19637298583984
2015-10-26,36.9397087097168
2015-10-27,35.69587707519531
2015-10-28,38.459938049316406
2015-10-29,38.390838623046875
2015-10-30,37.52213668823242
2015-11-02,38.47968292236328
2015-11-03,38.64750289916992
2015-11-04,45.1430549621582
2015-11-05,43.73140335083008
2015-11-06,44.30396270751953
2015-11-09,42.90218353271485
2015-11-10,42.566551208496094
2015-11-11,42.971282958984375
2015-11-12,43.78076171875
2015-11-13,40.51325225830078
2015-11-16,40.69093704223633
2015-11-17,41.04632186889648
2015-11-18,41.46092224121094
2015-11-19,42.08283233642578
2015-11-20,41.64848709106445
2015-11-23,41.19438934326172
2015-11-24,42.21117401123047
2015-11-25,42.6652717590332
2015-11-27,43.119361877441406
2015-11-30,43.04038619995117
2015-12-01,43.573455810546875
2015-12-02,40.888370513916016
2015-12-03,39.595184326171875
2015-12-04,39.64453887939453
2015-12-07,38.9732666015625
2015-12-08,38.49942779541016
2015-12-09,37.38393783569336
2015-12-10,38.18354034423828
2015-12-11,37.235862731933594
2015-12-14,36.97919845581055
2015-12-15,38.163795471191406
2015-12-16,38.15392303466797
2015-12-17,37.423431396484375
2015-12-18,37.28521728515625
2015-12-21,38.03546142578125
2015-12-22,38.00585174560547
2015-12-23,38.7462272644043
2015-12-24,38.00585174560547
2015-12-28,38.00585174560547
2015-12-29,38.2230224609375
2015-12-30,37.828155517578125
2015-12-31,37.147010803222656
2016-01-04,35.50831985473633
2016-01-05,34.42243957519531
2016-01-06,34.5409049987793
2016-01-07,35.08384323120117
2016-01-08,32.833099365234375
2016-01-11,32.53695297241211
2016-01-12,32.803489685058594
2016-01-13,30.50339698791504
2016-01-14,31.40171241760254
2016-01-15,31.60902214050293
2016-01-19,30.641597747802734
2016-01-20,30.424421310424805
2016-01-21,31.0167236328125
2016-01-22,31.885425567626953
2016-01-25,30.839031219482425
2016-01-26,30.10852813720703
2016-01-27,28.410606384277344
2016-01-28,28.844955444335938
2016-01-29,29.76302146911621
2016-02-01,30.937747955322266
2016-02-02,30.50339698791504
2016-02-03,29.88148307800293
2016-02-04,30.57249641418457
2016-02-05,26.169740676879883
2016-02-08,23.928876876831055
2016-02-09,22.21120834350586
2016-02-10,23.2773494720459
2016-02-11,24.047338485717773
2016-02-12,24.017719268798828
2016-02-16,25.705774307250977
2016-02-17,26.91011428833008
2016-02-18,27.453054428100582
2016-02-19,27.59126091003418
2016-02-22,28.89431381225586
2016-02-23,28.933801651000977
2016-02-24,29.822250366210938
2016-02-25,29.871610641479492
2016-02-26,31.43132972717285
2016-02-29,31.470813751220703
2016-03-01,32.71464538574219
2016-03-02,32.833099365234375
2016-03-03,32.211185455322266
2016-03-04,32.290164947509766
2016-03-07,32.635677337646484
2016-03-08,31.470813751220703
2016-03-09,31.895301818847656
2016-03-10,31.17466735839844
2016-03-11,31.638633728027344
2016-03-14,32.31978225708008
2016-03-15,31.22402572631836
2016-03-16,31.964401245117188
2016-03-17,33.040409088134766
2016-03-18,33.46488952636719
2016-03-21,33.61296081542969
2016-03-22,33.50437545776367
2016-03-23,33.15886688232422
2016-03-24,33.267452239990234
2016-03-28,33.64258575439453
2016-03-29,34.570518493652344
2016-03-30,34.787689208984375
2016-03-31,35.14306640625
2016-04-01,34.975250244140625
2016-04-04,35.34050369262695
2016-04-05,33.98808670043945
2016-04-06,35.06409454345703
2016-04-07,33.7116813659668
2016-04-08,33.8597526550293
2016-04-11,32.71464538574219
2016-04-12,33.12925720214844
2016-04-13,34.373077392578125
2016-04-14,34.600128173828125
2016-04-15,34.25462341308594
2016-04-18,35.073970794677734
2016-04-19,36.1894645690918
2016-04-20,36.38690185546875
2016-04-21,36.98906707763672
2016-04-22,36.92983627319336
2016-04-25,36.12036895751953
2016-04-26,36.633689880371094
2016-04-27,37.46290969848633
2016-04-28,37.768924713134766
2016-04-29,37.71956634521485
2016-05-02,38.4500732421875
2016-05-03,37.78866958618164
2016-05-04,39.53595352172851
2016-05-05,38.19340896606445
2016-05-06,36.97919845581055
2016-05-09,38.04533386230469
2016-05-10,39.14109420776367
2016-05-11,39.06211471557617
2016-05-12,38.34148025512695
2016-05-13,38.775840759277344
2016-05-16,39.447113037109375
2016-05-17,38.8942985534668
2016-05-18,40.217098236083984
2016-05-19,39.595184326171875
2016-05-20,40.35530471801758
2016-05-23,40.266456604003906
2016-05-24,41.11542510986328
2016-05-25,39.299034118652344
2016-05-26,40.72055435180664
2016-05-27,40.31581497192383
2016-05-31,39.92095184326172
2016-06-01,40.54286193847656
2016-06-02,40.57247543334961
2016-06-03,40.42440032958984
2016-06-06,40.276329040527344
2016-06-07,40.78965377807617
2016-06-08,41.07593536376953
2016-06-09,40.87849426269531
2016-06-10,40.54286193847656
2016-06-13,40.65145111083984
2016-06-14,40.86862564086914
2016-06-15,41.56951141357422
2016-06-16,41.44118118286133
2016-06-17,41.32272720336914
2016-06-20,41.885406494140625
2016-06-21,42.05322265625
2016-06-22,41.21413803100586
2016-06-23,42.60604095458984
2016-06-24,40.34542465209961
2016-06-27,38.81532669067383
2016-06-28,39.87158966064453
2016-06-29,41.11542510986328
2016-06-30,42.655391693115234
2016-07-01,43.02064895629883
2016-07-05,42.84295654296875
2016-07-06,43.4747428894043
2016-07-07,44.27434921264648
2016-07-08,44.89625930786133
2016-07-11,45.45894241333008
2016-07-12,45.8932991027832
2016-07-13,45.064083099365234
2016-07-14,45.656375885009766
2016-07-15,45.60701751708984
2016-07-18,46.1104736328125
2016-07-19,45.69586181640625
2016-07-20,46.781742095947266
2016-07-21,44.74819564819336
2016-07-22,46.209190368652344
2016-07-25,46.44610595703125
2016-07-26,46.692901611328125
2016-07-27,46.673152923583984
2016-07-28,47.06801986694336
2016-07-29,46.60404968261719
2016-08-01,47.20623397827149
2016-08-02,46.73238754272461
2016-08-03,50.335540771484375
2016-08-04,50.63168716430664
2016-08-05,50.838993072509766
2016-08-08,50.088748931884766
2016-08-09,49.76298141479492
2016-08-10,49.466827392578125
2016-08-11,49.73337173461914
2016-08-12,50.12823486328125
2016-08-15,50.56258392333984
2016-08-16,50.05913162231445
2016-08-17,48.75607681274414
2016-08-18,48.79556655883789
2016-08-19,48.351341247558594
2016-08-22,48.5191535949707
2016-08-23,49.32862854003906
2016-08-24,49.82221603393555
2016-08-25,50.454002380371094
2016-08-26,50.6218147277832
2016-08-29,50.523101806640625
2016-08-30,50.79950714111328
2016-08-31,50.6810417175293
2016-09-01,50.690914154052734
2016-09-02,51.43128967285156
2016-09-06,51.33257293701172
2016-09-07,51.74717712402344
2016-09-08,51.36219024658203
2016-09-09,48.86466598510742
2016-09-12,49.42734146118164
2016-09-13,47.51224899291992
2016-09-14,47.45301818847656
2016-09-15,48.21312713623047
2016-09-16,47.936729431152344
2016-09-19,46.5546989440918
2016-09-20,45.92291259765625
2016-09-21,47.30493927001953
2016-09-22,49.59516906738281
2016-09-23,49.3483772277832
2016-09-26,49.7827262878418
2016-09-27,50.42437744140625
2016-09-28,49.82221603393555
2016-09-29,49.3483772277832
2016-09-30,49.486576080322266
2016-10-03,49.26940155029297
2016-10-04,48.70671081542969
2016-10-05,48.20326614379883
2016-10-06,49.26940155029297
2016-10-07,49.00286865234375
2016-10-10,49.861698150634766
2016-10-11,48.69684982299805
2016-10-12,49.01273727416992
2016-10-13,49.28913879394531
2016-10-14,49.06209564208984
2016-10-17,49.18054962158203
2016-10-18,49.36811447143555
2016-10-19,48.50928497314453
2016-10-20,48.12428665161133
2016-10-21,49.32862854003906
2016-10-24,51.76692962646485
2016-10-25,51.293094635009766
2016-10-26,51.06604766845703
2016-10-27,49.999900817871094
2016-10-28,50.97719192504883
2016-10-31,51.06604766845703
2016-11-01,51.33257293701172
2016-11-02,43.13910675048828
2016-11-03,42.57642364501953
2016-11-04,42.428348541259766
2016-11-07,44.03742599487305
2016-11-08,45.093692779541016
2016-11-09,41.76694869995117
2016-11-10,38.85481262207031
2016-11-11,40.98708724975586
2016-11-14,41.23387908935547
2016-11-15,41.04632186889648
2016-11-16,42.6652717590332
2016-11-17,42.83308792114258
2016-11-18,43.22795486450195
2016-11-21,43.14897155761719
2016-11-22,42.5862922668457
2016-11-23,42.7244987487793
2016-11-25,42.76398086547851
2016-11-28,42.22104263305664
2016-11-29,43.15885162353515
2016-11-30,44.29408645629883
2016-12-01,42.06309127807617
2016-12-02,42.98115921020508
2016-12-05,43.83012390136719
2016-12-06,45.3503532409668
2016-12-07,46.1104736328125
2016-12-08,46.238807678222656
2016-12-09,46.31777572631836
2016-12-12,45.4391975402832
2016-12-13,44.9160041809082
2016-12-14,44.777801513671875
2016-12-15,44.11640167236328
2016-12-16,45.33061218261719
2016-12-19,45.843936920166016
2016-12-20,45.70573425292969
2016-12-21,45.15291976928711
2016-12-22,44.0078125
2016-12-23,45.11344146728515
2016-12-27,46.29803466796875
2016-12-28,45.51817321777344
2016-12-29,45.53791809082031
2016-12-30,44.906131744384766
2017-01-03,45.87355422973633
2017-01-04,46.73238754272461
2017-01-05,46.39674758911133
2017-01-06,46.880462646484375
2017-01-09,47.778778076171875
2017-01-10,47.591217041015625
2017-01-11,48.163780212402344
2017-01-12,47.47276306152344
2017-01-13,48.09467697143555
2017-01-17,47.28520202636719
2017-01-18,47.45301818847656
2017-01-19,47.26545333862305
2017-01-20,48.55864334106445
2017-01-23,49.249656677246094
2017-01-24,49.67413711547851
2017-01-25,49.36811447143555
2017-01-26,47.99595642089844
2017-01-27,48.57838821411133
2017-01-30,46.45597839355469
2017-01-31,45.646507263183594
2017-02-01,43.366153717041016
2017-02-02,43.75114822387695
2017-02-03,45.39971923828125
2017-02-06,44.027549743652344
2017-02-07,44.817291259765625
2017-02-08,44.679080963134766
2017-02-09,50.66130065917969
2017-02-10,51.65834045410156
2017-02-13,51.17463302612305
2017-02-14,51.530006408691406
2017-02-15,52.1124382019043
2017-02-16,51.74717712402344
2017-02-17,52.694862365722656
2017-02-21,52.42832946777344
2017-02-22,52.86267852783203
2017-02-23,53.36613845825195
2017-02-24,54.5902214050293
2017-02-27,54.007789611816406
2017-02-28,53.13908767700195
2017-03-01,54.99495697021485
2017-03-02,54.49150085449219
2017-03-03,55.77482223510742
2017-03-06,55.9426383972168
2017-03-07,56.021610260009766
2017-03-08,55.310848236083984
2017-03-09,55.13315963745117
2017-03-10,55.45892333984375
2017-03-13,55.73533248901367
2017-03-14,55.34046936035156
2017-03-15,55.58725357055664
2017-03-16,55.86366271972656
2017-03-17,55.74520492553711
2017-03-20,55.71559143066406
2017-03-21,54.16573715209961
2017-03-22,54.57047653198242
2017-03-23,53.395748138427734
2017-03-24,54.234832763671875
2017-03-27,55.15290451049805
2017-03-28,55.75507736206055
2017-03-29,56.2387809753418
2017-03-30,56.45595932006836
2017-03-31,56.771846771240234
2017-04-03,57.04825973510742
2017-04-04,57.27530288696289
2017-04-05,56.50531768798828
2017-04-06,57.15685272216797
2017-04-07,57.10748672485352
2017-04-10,56.66326522827149
2017-04-11,57.2160758972168
2017-04-12,57.127235412597656
2017-04-13,56.998905181884766
2017-04-17,57.58132553100586
2017-04-18,58.2822151184082
2017-04-19,58.67707824707031
2017-04-20,58.726444244384766
2017-04-21,58.51913833618164
2017-04-24,59.249637603759766
2017-04-25,59.72348403930664
2017-04-26,59.20027923583984
2017-04-27,59.67411804199219
2017-04-28,59.476688385009766
2017-05-01,59.98013687133789
2017-05-02,59.743221282958984
2017-05-03,62.48753356933594
2017-05-04,62.76394271850586
2017-05-05,63.889312744140625
2017-05-08,64.28417205810547
2017-05-09,63.642520904541016
2017-05-10,63.622772216796875
2017-05-11,63.25753402709961
2017-05-12,64.17558288574219
2017-05-15,64.5704574584961
2017-05-16,64.7283935546875
2017-05-17,62.38882064819336
2017-05-18,63.39573669433594
2017-05-19,64.05712890625
2017-05-22,64.16571807861328
2017-05-23,63.770851135253906
2017-05-24,64.25455474853516
2017-05-25,65.06404113769531
2017-05-26,65.1134033203125
2017-05-30,65.23186492919922
2017-05-31,64.6000747680664
2017-06-01,66.2486343383789
2017-06-02,66.99888610839844
2017-06-05,67.44310760498047
2017-06-06,67.27528381347656
2017-06-07,67.75899505615234
2017-06-08,68.12425231933594
2017-06-09,64.71852111816406
2017-06-12,65.71556854248047
2017-06-13,66.63362884521484
2017-06-14,65.7254409790039
2017-06-15,67.16670227050781
2017-06-16,68.46975708007812
2017-06-19,69.9307632446289
2017-06-20,69.44705200195312
2017-06-21,70.66126251220703
2017-06-22,70.86856842041016
2017-06-23,72.09264373779297
2017-06-26,70.84883117675781
2017-06-27,68.51911163330078
2017-06-28,68.82512664794922
2017-06-29,66.6731185913086
2017-06-30,67.5319595336914
2017-07-03,65.14300537109375
2017-07-05,65.8636474609375
2017-07-06,65.56749725341797
2017-07-07,66.7718276977539
2017-07-10,66.22888946533203
2017-07-11,67.35425567626953
2017-07-12,68.90411376953125
2017-07-13,67.6010513305664
2017-07-14,67.85770416259766
2017-07-17,68.1143798828125
2017-07-18,68.4796371459961
2017-07-19,68.6968002319336
2017-07-20,69.1509017944336
2017-07-21,68.74615478515625
2017-07-24,70.77972412109375
2017-07-25,70.0689697265625
2017-07-26,69.86165618896484
2017-07-27,68.37103271484375
2017-07-28,69.55563354492188
2017-07-31,69.19037628173828
2017-08-01,70.27627563476562
2017-08-02,67.23580169677734
2017-08-03,68.49937438964844
2017-08-04,68.58822631835938
2017-08-07,69.09166717529297
2017-08-08,69.00282287597656
2017-08-09,68.6375732421875
2017-08-10,67.24567413330078
2017-08-11,68.07489776611328
2017-08-14,70.11832427978516
2017-08-15,70.61190795898438
2017-08-16,70.49344635009766
2017-08-17,69.54576110839844
2017-08-18,69.34833526611328
2017-08-21,70.3552474975586
2017-08-22,72.89225006103516
2017-08-23,73.03046417236328
2017-08-24,72.51713562011719
2017-08-25,71.83597564697266
2017-08-28,71.80636596679688
2017-08-29,71.00677490234375
2017-08-30,72.4085464477539
2017-08-31,73.65237426757812
2017-09-01,73.81031036376953
2017-09-05,73.69186401367188
2017-09-06,72.34931182861328
2017-09-07,72.91200256347656
2017-09-08,72.68494415283203
2017-09-11,74.30390167236328
2017-09-12,73.77083587646484
2017-09-13,73.9583969116211
2017-09-14,73.99787902832031
2017-09-15,73.83006286621094
2017-09-18,74.1163330078125
2017-09-19,73.8201904296875
2017-09-20,73.85967254638672
2017-09-21,74.8172378540039
2017-09-22,75.10350799560547
2017-09-25,73.26737976074219
2017-09-26,72.50725555419922
2017-09-27,74.04723358154297
2017-09-28,73.79058074951172
2017-09-29,73.99787902832031
2017-10-02,73.85967254638672
2017-10-03,74.08672332763672
2017-10-04,73.5042953491211
2017-10-05,75.05415344238281
2017-10-06,76.79156494140625
2017-10-09,77.20616149902344
2017-10-10,77.40361022949219
2017-10-11,77.7885971069336
2017-10-12,78.23282623291016
2017-10-13,78.8646011352539
2017-10-16,77.97615814208984
2017-10-17,77.86756896972656
2017-10-18,78.55858612060547
2017-10-19,78.22293853759766
2017-10-20,79.04228973388672
2017-10-23,78.45985412597656
2017-10-24,79.04228973388672
2017-10-25,78.74614715576172
2017-10-26,79.94061279296875
2017-10-27,80.95740509033203
2017-10-30,79.10152435302734
2017-10-31,81.14495086669922
2017-11-01,76.30784606933594
2017-11-02,78.25255584716797
2017-11-03,79.25947570800781
2017-11-06,80.81918334960938
2017-11-07,78.84486389160156
2017-11-08,78.39076232910156
2017-11-09,77.47270202636719
2017-11-10,77.88731384277344
2017-11-13,78.45985412597656
2017-11-14,78.8646011352539
2017-11-15,77.4924545288086
2017-11-16,80.38484191894531
2017-11-17,80.9376449584961
2017-11-20,82.3690414428711
2017-11-21,84.0472183227539
2017-11-22,83.69184112548828
2017-11-24,84.49143981933594
2017-11-27,83.05017852783203
2017-11-28,83.44505310058594
2017-11-29,79.81228637695312
2017-11-30,80.94751739501953
2017-12-01,79.49639129638672
2017-12-04,75.67607116699219
2017-12-05,75.28119659423828
2017-12-06,76.06105041503906
2017-12-07,77.26539611816406
2017-12-08,77.65039825439453
2017-12-11,78.51909637451172
2017-12-12,76.91987609863281
2017-12-13,78.43025207519531
2017-12-14,78.54869842529297
2017-12-15,80.2959976196289
2017-12-18,81.7076187133789
2017-12-19,81.45098114013672
2017-12-20,81.27328491210938
2017-12-21,80.61188507080078
2017-12-22,79.6839599609375
2017-12-26,79.67408752441406
