,CI
2014-07-09,86.24686431884766
2014-07-10,86.04178619384766
2014-07-11,87.0299072265625
2014-07-14,87.83160400390625
2014-07-15,87.67314910888672
2014-07-16,87.5892333984375
2014-07-17,88.08329772949219
2014-07-18,89.78922271728516
2014-07-21,89.05278015136719
2014-07-22,89.85446166992188
2014-07-23,90.23668670654297
2014-07-24,90.1900634765625
2014-07-25,89.2671890258789
2014-07-28,90.30192565917969
2014-07-29,88.21380615234375
2014-07-30,87.16041564941406
2014-07-31,83.93499755859375
2014-08-01,84.606201171875
2014-08-04,85.58499908447266
2014-08-05,84.708740234375
2014-08-06,85.26806640625
2014-08-07,82.73247528076172
2014-08-08,84.45704650878906
2014-08-11,83.90704345703125
2014-08-12,84.33586883544922
2014-08-13,85.14688110351562
2014-08-14,86.6663589477539
2014-08-15,86.28414916992188
2014-08-18,86.83414459228516
2014-08-19,87.32821655273438
2014-08-20,87.57991790771484
2014-08-21,87.59855651855469
2014-08-22,86.82482147216797
2014-08-25,86.95532989501953
2014-08-26,87.40278625488281
2014-08-27,88.07398986816406
2014-08-28,88.1205825805664
2014-08-29,88.18582153320312
2014-09-02,87.81295776367188
2014-09-03,88.32566833496094
2014-09-04,89.0155029296875
2014-09-05,89.85446166992188
2014-09-08,89.500244140625
2014-09-09,89.4722671508789
2014-09-10,87.93412780761719
2014-09-11,87.02059936523438
2014-09-12,86.06043243408203
2014-09-15,85.31465911865234
2014-09-16,86.91802978515625
2014-09-17,87.71041107177734
2014-09-18,88.75448608398438
2014-09-19,88.79176330566406
2014-09-22,88.27906036376953
2014-09-23,86.6756820678711
2014-09-24,88.39093017578125
2014-09-25,85.5011215209961
2014-09-26,85.59432983398438
2014-09-29,85.05363464355469
2014-09-30,84.54092407226562
2014-10-01,83.3757095336914
2014-10-02,82.70450592041016
2014-10-03,84.44772338867188
2014-10-06,83.14265441894531
2014-10-07,83.06807708740234
2014-10-08,85.2214584350586
2014-10-09,83.87906646728516
2014-10-10,84.44772338867188
2014-10-13,83.59943389892578
2014-10-14,81.76299285888672
2014-10-15,82.71385192871094
2014-10-16,82.06131744384766
2014-10-17,83.00283813476562
2014-10-20,84.45704650878906
2014-10-21,86.42400360107422
2014-10-22,85.24942016601562
2014-10-23,86.01380157470703
2014-10-24,86.53584289550781
2014-10-27,86.36805725097656
2014-10-28,86.30281066894531
2014-10-29,87.62651062011719
2014-10-30,90.51631927490234
2014-10-31,92.81884765625
2014-11-03,92.968017578125
2014-11-04,94.17054748535156
2014-11-05,93.21971130371094
2014-11-06,94.46883392333984
2014-11-07,92.27819061279297
2014-11-10,94.41289520263672
2014-11-11,95.20527648925781
2014-11-12,95.1866226196289
2014-11-13,95.74596405029297
2014-11-14,94.9908676147461
2014-11-17,95.96035766601562
2014-11-18,96.9018783569336
2014-11-19,95.6713638305664
2014-11-20,95.2798843383789
2014-11-21,95.25189208984375
2014-11-24,95.45696258544922
2014-11-25,94.9908676147461
2014-11-26,95.0934066772461
2014-11-28,95.91373443603516
2014-12-01,95.60613250732422
2014-12-02,96.37054443359375
2014-12-03,96.9764633178711
2014-12-04,96.19339752197266
2014-12-05,97.61034393310547
2014-12-08,97.7688217163086
2014-12-09,97.31204223632812
2014-12-10,95.45696258544922
2014-12-11,95.48494720458984
2014-12-12,94.83240509033203
2014-12-15,94.47816467285156
2014-12-16,93.19174194335938
2014-12-17,94.7112045288086
2014-12-18,97.48917388916016
2014-12-19,97.44256591796875
2014-12-22,98.06712341308594
2014-12-23,97.23747253417969
2014-12-24,97.16289520263672
2014-12-26,96.94849395751953
2014-12-29,97.06034851074219
2014-12-30,97.27478790283203
2014-12-31,95.93238830566406
2015-01-02,95.85781860351562
2015-01-05,94.20782470703125
2015-01-06,94.5807113647461
2015-01-07,96.79933166503906
2015-01-08,101.73065185546875
2015-01-09,100.67726135253906
2015-01-12,98.98068237304688
2015-01-13,99.58662414550781
2015-01-14,100.15523529052734
2015-01-15,99.61457061767578
2015-01-16,100.57473754882812
2015-01-20,101.10610961914062
2015-01-21,102.6628646850586
2015-01-22,104.5738525390625
2015-01-23,102.51371002197266
2015-01-26,101.9916763305664
2015-01-27,101.45101165771484
2015-01-28,101.329833984375
2015-01-29,102.18743896484375
2015-01-30,99.58662414550781
2015-02-02,100.56541442871094
2015-02-03,101.329833984375
2015-02-04,102.63488006591797
2015-02-05,104.61117553710938
2015-02-06,104.12641143798828
2015-02-09,103.49251556396484
2015-02-10,105.99080657958984
2015-02-11,107.26790618896484
2015-02-12,107.18401336669922
2015-02-13,106.7086181640625
2015-02-17,107.65013122558594
2015-02-18,108.14415740966797
2015-02-19,108.31198120117188
2015-02-20,110.50263214111328
2015-02-23,113.15939331054688
2015-02-24,112.57213592529297
2015-02-25,112.96363067626953
2015-02-26,113.34584045410156
2015-02-27,113.38312530517578
2015-03-02,114.17549896240234
2015-03-03,112.89837646484375
2015-03-04,113.59752655029297
2015-03-05,114.20348358154297
2015-03-06,112.39500427246094
2015-03-09,113.73735809326172
2015-03-10,111.72315216064453
2015-03-11,112.3199462890625
2015-03-12,114.46470642089844
2015-03-13,114.59527587890625
2015-03-16,116.57218170166016
2015-03-17,116.42296600341797
2015-03-18,118.88475799560547
2015-03-19,119.45360565185547
2015-03-20,119.71471405029297
2015-03-23,119.75199127197266
2015-03-24,120.82439422607422
2015-03-25,118.34391784667969
2015-03-26,117.691162109375
2015-03-27,120.27420043945312
2015-03-30,121.18804931640625
2015-03-31,120.70315551757812
2015-04-01,121.57037353515625
2015-04-02,121.66365814208984
2015-04-06,122.91317749023438
2015-04-07,121.11347961425781
2015-04-08,122.61478424072266
2015-04-09,123.25819396972656
2015-04-10,124.31194305419922
2015-04-13,123.83634185791016
2015-04-14,123.92960357666016
2015-04-15,121.43051147460938
2015-04-16,123.83634185791016
2015-04-17,122.27906799316406
2015-04-20,121.47713470458984
2015-04-21,121.87810516357422
2015-04-22,121.45850372314453
2015-04-23,121.75688171386719
2015-04-24,121.84078216552734
2015-04-27,121.45850372314453
2015-04-28,122.8199462890625
2015-04-29,118.12943267822266
2015-04-30,116.22713470458984
2015-05-01,117.019775390625
2015-05-04,118.17605590820312
2015-05-05,116.79597473144531
2015-05-06,116.83326721191406
2015-05-07,117.9522705078125
2015-05-08,119.81726837158203
2015-05-11,119.64009857177734
2015-05-12,122.95980072021484
2015-05-13,122.80128479003906
2015-05-14,122.95049285888672
2015-05-15,123.14630126953125
2015-05-18,124.27464294433594
2015-05-19,124.75022888183594
2015-05-20,124.6383285522461
2015-05-21,123.97624206542969
2015-05-22,126.68984985351562
2015-05-26,124.87141418457031
2015-05-27,125.83194732666016
2015-05-28,126.69913482666016
2015-05-29,131.32437133789062
2015-06-01,134.14979553222656
2015-06-02,131.9584503173828
2015-06-03,130.69024658203125
2015-06-04,128.3963165283203
2015-06-05,130.08413696289062
2015-06-08,129.4033966064453
2015-06-09,129.15164184570312
2015-06-10,130.40118408203125
2015-06-11,129.80438232421875
2015-06-12,128.0419158935547
2015-06-15,143.07388305664062
2015-06-16,143.5774688720703
2015-06-17,144.91087341308594
2015-06-18,145.85276794433594
2015-06-19,144.78036499023438
2015-06-22,151.62493896484375
2015-06-23,153.62982177734375
2015-06-24,154.56231689453125
2015-06-25,158.31097412109375
2015-06-26,156.7164306640625
2015-06-29,153.5552520751953
2015-06-30,151.06544494628906
2015-07-01,151.10272216796875
2015-07-02,150.40335083007812
2015-07-06,149.25640869140625
2015-07-07,144.00637817382812
2015-07-08,140.28570556640625
2015-07-09,145.99264526367188
2015-07-10,146.59881591796875
2015-07-13,144.58456420898438
2015-07-14,145.4237518310547
2015-07-15,145.53573608398438
2015-07-16,143.87583923339844
2015-07-17,143.0552520751953
2015-07-20,142.60765075683594
2015-07-21,141.07830810546875
2015-07-22,140.8732147216797
2015-07-23,143.9410858154297
2015-07-24,135.8843231201172
2015-07-27,136.05213928222656
2015-07-28,136.024169921875
2015-07-29,135.59519958496094
2015-07-30,134.18714904785156
2015-07-31,134.3363800048828
2015-08-03,133.68360900878906
2015-08-04,134.1778106689453
2015-08-05,137.59080505371094
2015-08-06,136.89138793945312
2015-08-07,136.00552368164062
2015-08-10,135.84701538085938
2015-08-11,134.91452026367188
2015-08-12,133.67430114746094
2015-08-13,133.51571655273438
2015-08-14,134.392333984375
2015-08-17,136.69558715820312
2015-08-18,138.46731567382812
2015-08-19,139.08279418945312
2015-08-20,135.43666076660156
2015-08-21,133.07745361328125
2015-08-24,126.58727264404297
2015-08-25,124.75953674316406
2015-08-26,128.26571655273438
2015-08-27,128.96510314941406
2015-08-28,128.5641326904297
2015-08-31,131.28707885742188
2015-09-01,129.6178741455078
2015-09-02,129.93490600585938
2015-09-03,132.06101989746094
2015-09-04,129.97225952148438
2015-09-08,131.52951049804688
2015-09-09,130.31727600097656
2015-09-10,128.18185424804688
2015-09-11,130.19606018066406
2015-09-14,129.93490600585938
2015-09-15,131.19378662109375
2015-09-16,132.9655303955078
2015-09-17,133.11474609375
2015-09-18,132.06101989746094
2015-09-21,132.49932861328125
2015-09-22,131.62274169921875
2015-09-23,133.07745361328125
2015-09-24,131.50152587890625
2015-09-25,128.20045471191406
2015-09-28,124.02287292480469
2015-09-29,123.55664825439453
2015-09-30,125.90652465820312
2015-10-01,126.28884887695312
2015-10-02,129.22622680664062
2015-10-05,130.26132202148438
2015-10-06,127.48247528076172
2015-10-07,127.4078598022461
2015-10-08,124.61034393310547
2015-10-09,127.15609741210938
2015-10-12,128.32171630859375
2015-10-13,129.47802734375
2015-10-14,128.31239318847656
2015-10-15,129.70179748535156
2015-10-16,131.2404327392578
2015-10-19,132.32212829589844
2015-10-20,132.61122131347656
2015-10-21,127.38919830322266
2015-10-22,120.74977111816406
2015-10-23,123.59393310546875
2015-10-26,124.14409637451172
2015-10-27,127.72489166259766
2015-10-28,126.86698913574219
2015-10-29,126.4007568359375
2015-10-30,124.9926528930664
2015-11-02,124.72220611572266
2015-11-03,123.04373168945312
2015-11-04,121.16940307617188
2015-11-05,123.46336364746094
2015-11-06,123.84571075439453
2015-11-09,123.96691131591797
2015-11-10,125.18850708007812
2015-11-11,122.91317749023438
2015-11-12,122.52153015136719
2015-11-13,122.68938446044922
2015-11-16,124.47979736328125
2015-11-17,124.73155212402344
2015-11-18,126.01841735839844
2015-11-19,119.20182800292969
2015-11-20,123.2489013671875
2015-11-23,124.1813735961914
2015-11-24,125.19781494140625
2015-11-25,125.07659149169922
2015-11-27,126.1675796508789
2015-11-30,125.86920928955078
2015-12-01,130.1680450439453
2015-12-02,130.30795288085938
2015-12-03,127.9953384399414
2015-12-04,130.95130920410156
2015-12-07,128.4895477294922
2015-12-08,128.03260803222656
2015-12-09,127.86478424072266
2015-12-10,129.83236694335938
2015-12-11,130.62498474121094
2015-12-14,131.19378662109375
2015-12-15,131.1471710205078
2015-12-16,131.66004943847656
2015-12-17,133.34786987304688
2015-12-18,134.25241088867188
2015-12-21,134.71865844726562
2015-12-22,135.81900024414062
2015-12-23,136.9473419189453
2015-12-24,136.57435607910156
2015-12-28,137.14317321777344
2015-12-29,138.35540771484375
2015-12-30,136.9380340576172
2015-12-31,136.45315551757812
2016-01-04,136.6582489013672
2016-01-05,134.4109649658203
2016-01-06,133.3758544921875
2016-01-07,131.82791137695312
2016-01-08,129.37542724609375
2016-01-11,125.63611602783203
2016-01-12,129.69248962402344
2016-01-13,126.13032531738281
2016-01-14,129.35675048828125
2016-01-15,127.03485107421875
2016-01-19,130.47579956054688
2016-01-20,129.83236694335938
2016-01-21,130.6715850830078
2016-01-22,128.59214782714844
2016-01-25,126.68048858642578
2016-01-26,126.2795181274414
2016-01-27,122.56815338134766
2016-01-28,121.06683349609375
2016-01-29,124.58236694335938
2016-02-01,124.23734283447266
2016-02-02,122.99708557128906
2016-02-03,123.55664825439453
2016-02-04,125.67338562011719
2016-02-05,124.06948852539062
2016-02-08,116.52554321289062
2016-02-09,119.5281982421875
2016-02-10,120.75910186767578
2016-02-11,119.36034393310547
2016-02-12,121.5051040649414
2016-02-16,125.12317657470703
2016-02-17,126.68048858642578
2016-02-18,126.49398803710938
2016-02-19,124.89942169189453
2016-02-22,127.15609741210938
2016-02-23,128.53619384765625
2016-02-24,127.97666931152344
2016-02-25,130.84878540039062
2016-02-26,131.7159881591797
2016-02-29,130.1867218017578
2016-03-01,129.17959594726562
2016-03-02,131.0166015625
2016-03-03,130.95130920410156
2016-03-04,129.56192016601562
2016-03-07,130.98867797851562
2016-03-08,130.47579956054688
2016-03-09,130.67164611816406
2016-03-10,132.57447814941406
2016-03-11,134.89707946777344
2016-03-14,135.50340270996094
2016-03-15,133.74978637695312
2016-03-16,132.40658569335938
2016-03-17,128.53564453125
2016-03-18,130.1492919921875
2016-03-21,128.86212158203125
2016-03-22,129.60829162597656
2016-03-23,128.60089111328125
2016-03-24,128.675537109375
2016-03-28,128.35841369628906
2016-03-29,128.7874755859375
2016-03-30,128.218505859375
2016-03-31,128.0132598876953
2016-04-01,127.93861389160156
2016-04-04,131.7350311279297
2016-04-05,126.3809585571289
2016-04-06,126.11043548583984
2016-04-07,122.99495697021484
2016-04-08,121.6424331665039
2016-04-11,123.1722183227539
2016-04-12,126.6513900756836
2016-04-13,127.78939056396484
2016-04-14,125.92388916015625
2016-04-15,127.46295928955078
2016-04-18,127.9013442993164
2016-04-19,130.4664306640625
2016-04-20,131.7723388671875
2016-04-21,130.9048309326172
2016-04-22,132.28536987304688
2016-04-25,130.82089233398438
2016-04-26,131.22195434570312
2016-04-27,129.90679931640625
2016-04-28,130.53173828125
2016-04-29,129.22584533691406
2016-05-02,128.9833526611328
2016-05-03,128.47967529296875
2016-05-04,126.20365905761719
2016-05-05,125.85853576660156
2016-05-06,122.05287170410156
2016-05-09,122.54724884033203
2016-05-10,124.10496520996094
2016-05-11,121.73570251464844
2016-05-12,119.45043182373047
2016-05-13,119.73027801513672
2016-05-16,121.26933288574219
2016-05-17,121.67044830322266
2016-05-18,120.77495574951172
2016-05-19,120.38320922851562
2016-05-20,122.45394134521484
2016-05-23,117.66886901855469
2016-05-24,116.41893768310547
2016-05-25,120.60709381103516
2016-05-26,120.20599365234375
2016-05-27,120.15934753417969
2016-05-31,119.4970932006836
2016-06-01,119.13329315185547
2016-06-02,120.85894012451172
2016-06-03,120.9802017211914
2016-06-06,120.91490173339844
2016-06-07,120.19667053222656
2016-06-08,122.3513412475586
2016-06-09,120.56044006347656
2016-06-10,119.4690933227539
2016-06-13,117.99532318115234
2016-06-14,118.80683135986328
2016-06-15,118.0512924194336
2016-06-16,120.03809356689453
2016-06-17,120.79363250732422
2016-06-20,119.24524688720703
2016-06-21,119.1986083984375
2016-06-22,119.30120849609375
2016-06-23,121.02682495117188
2016-06-24,119.12398529052734
2016-06-27,113.88180541992188
2016-06-28,116.79204559326172
2016-06-29,120.16869354248047
2016-06-30,119.3851318359375
2016-07-01,119.64633178710938
2016-07-05,118.228515625
2016-07-06,119.67430877685547
2016-07-07,118.46171569824219
2016-07-08,120.88692474365234
2016-07-11,119.73958587646484
2016-07-12,120.3272476196289
2016-07-13,121.43726348876953
2016-07-14,121.26933288574219
2016-07-15,122.81775665283203
2016-07-18,124.17959594726562
2016-07-19,121.53984832763672
2016-07-20,124.16094970703125
2016-07-21,130.88619995117188
2016-07-22,136.18431091308594
2016-07-25,130.78355407714844
2016-07-26,130.59701538085938
2016-07-27,128.8434295654297
2016-07-28,126.8473129272461
2016-07-29,120.28994750976562
2016-08-01,118.26581573486328
2016-08-02,115.78466796875
2016-08-03,116.22307586669922
2016-08-04,119.65565490722656
2016-08-05,119.8608627319336
2016-08-08,119.75826263427734
2016-08-09,118.62027740478516
2016-08-10,119.02136993408203
2016-08-11,118.1072769165039
2016-08-12,124.34748840332031
2016-08-15,123.71320343017578
2016-08-16,122.96700286865234
2016-08-17,123.4053726196289
2016-08-18,123.70386505126953
2016-08-19,124.05833435058594
2016-08-22,124.38481903076172
2016-08-23,124.05833435058594
2016-08-24,122.53792572021484
2016-08-25,120.70967864990234
2016-08-26,119.06802368164062
2016-08-29,119.85153198242188
2016-08-30,119.59969329833984
2016-08-31,119.63697052001953
2016-09-01,119.05867767333984
2016-09-02,119.5623779296875
2016-09-06,119.0027084350586
2016-09-07,118.21917724609375
2016-09-08,119.08666229248047
2016-09-09,119.8142318725586
2016-09-12,120.33657836914062
2016-09-13,118.96541595458984
2016-09-14,117.76213836669922
2016-09-15,119.99143981933594
2016-09-16,123.1162338256836
2016-09-19,123.02295684814453
2016-09-20,122.7244644165039
2016-09-21,123.64790344238281
2016-09-22,123.12556457519531
2016-09-23,122.19278717041016
2016-09-26,121.57715606689453
2016-09-27,122.8457260131836
2016-09-28,122.65919494628906
2016-09-29,122.0062484741211
2016-09-30,121.55851745605469
2016-10-03,119.40381622314453
2016-10-04,119.4970932006836
2016-10-05,118.54564666748047
2016-10-06,118.36844635009766
2016-10-07,118.67625427246094
2016-10-10,119.14265441894531
2016-10-11,116.59615325927734
2016-10-12,113.76055145263672
2016-10-13,113.01433563232422
2016-10-14,112.7718276977539
2016-10-17,110.66375732421875
2016-10-18,115.33692932128906
2016-10-19,115.24365997314453
2016-10-20,115.31825256347656
2016-10-21,115.83130645751953
2016-10-24,115.71937561035156
2016-10-25,115.94322204589844
2016-10-26,115.47685241699219
2016-10-27,114.78659057617188
2016-10-28,113.44340515136719
2016-10-31,110.84097290039062
2016-11-01,108.22923278808594
2016-11-02,109.92687225341797
2016-11-03,109.42316436767578
2016-11-04,113.47136688232422
2016-11-07,117.76213836669922
2016-11-08,120.11270904541016
2016-11-09,126.6700668334961
2016-11-10,125.70932006835938
2016-11-11,124.68326568603516
2016-11-14,126.96854400634766
2016-11-15,128.53564453125
2016-11-16,128.61956787109375
2016-11-17,130.58770751953125
2016-11-18,129.37515258789062
2016-11-21,127.86402130126953
2016-11-22,130.33584594726562
2016-11-23,130.1492919921875
2016-11-25,129.3471221923828
2016-11-28,127.57489776611328
2016-11-29,129.00198364257812
2016-11-30,125.6813735961914
2016-12-01,125.45746612548828
2016-12-02,124.46875
2016-12-05,125.64400482177734
2016-12-06,128.02259826660156
2016-12-07,127.63085174560547
2016-12-08,127.9106674194336
2016-12-09,125.73734283447266
2016-12-12,123.48002624511719
2016-12-13,125.52281188964844
2016-12-14,124.2822036743164
2016-12-15,124.98177337646484
2016-12-16,127.56554412841797
2016-12-19,128.80612182617188
2016-12-20,127.89204406738281
2016-12-21,127.85468292236328
2016-12-22,127.76141357421875
2016-12-23,129.29115295410156
2016-12-27,130.01870727539062
2016-12-28,127.78939056396484
2016-12-29,126.39021301269531
2016-12-30,124.422119140625
2017-01-03,126.5954360961914
2017-01-04,129.39373779296875
2017-01-05,132.18272399902344
2017-01-06,132.27601623535156
2017-01-09,132.7797393798828
2017-01-10,130.80224609375
2017-01-11,133.05023193359375
2017-01-12,134.94378662109375
2017-01-13,136.47349548339844
2017-01-17,135.0369873046875
2017-01-18,132.42529296875
2017-01-19,134.46804809570312
2017-01-20,135.0369873046875
2017-01-23,135.5406951904297
2017-01-24,136.6786651611328
2017-01-25,138.58155822753906
2017-01-26,136.93052673339844
2017-01-27,136.93991088867188
2017-01-30,135.90451049804688
2017-01-31,136.38955688476562
2017-02-01,137.71408081054688
2017-02-02,138.3203582763672
2017-02-03,139.26248168945312
2017-02-06,137.1450653076172
2017-02-07,137.95657348632812
2017-02-08,137.90060424804688
2017-02-09,138.18043518066406
2017-02-10,135.76458740234375
2017-02-13,136.04441833496094
2017-02-14,136.818603515625
2017-02-15,136.73468017578125
2017-02-16,135.55935668945312
2017-02-17,133.90838623046875
2017-02-21,137.08909606933594
2017-02-22,137.57415771484375
2017-02-23,137.59280395507812
2017-02-24,137.1543731689453
2017-02-27,139.65428161621094
2017-02-28,138.8893280029297
2017-03-01,141.96751403808594
2017-03-02,141.38917541503906
2017-03-03,141.7716064453125
2017-03-06,142.67640686035156
2017-03-07,141.63168334960938
2017-03-08,142.04225158691406
2017-03-09,142.0049285888672
2017-03-10,141.74368286132812
2017-03-13,143.12452697753906
2017-03-14,143.25514221191406
2017-03-15,143.68434143066406
2017-03-16,141.6223602294922
2017-03-17,141.7156982421875
2017-03-20,141.006591796875
2017-03-21,139.58840942382812
2017-03-22,140.29750061035156
2017-03-23,139.18724060058594
2017-03-24,136.05227661132812
2017-03-27,136.2575225830078
2017-03-28,138.3661651611328
2017-03-29,137.36782836914062
2017-03-30,137.7130584716797
2017-03-31,136.67739868164062
2017-04-03,139.38314819335938
2017-04-04,140.4561309814453
2017-04-05,139.86830139160156
2017-04-06,141.0812225341797
2017-04-07,141.85562133789062
2017-04-10,142.07955932617188
2017-04-11,141.41712951660156
2017-04-12,140.50277709960938
2017-04-13,140.33482360839844
2017-04-17,141.04393005371094
2017-04-18,139.78433227539062
2017-04-19,141.7716522216797
2017-04-20,144.97189331054688
2017-04-21,144.69198608398438
2017-04-24,145.51304626464844
2017-04-25,146.65127563476562
2017-04-26,146.41806030273438
2017-04-27,145.746337890625
2017-04-28,145.89556884765625
2017-05-01,146.96853637695312
2017-05-02,147.77096557617188
2017-05-03,146.51136779785156
2017-05-04,146.23146057128906
2017-05-05,149.51565551757812
2017-05-08,150.9152374267578
2017-05-09,151.75489807128906
2017-05-10,151.9881591796875
2017-05-11,152.84652709960938
2017-05-12,151.17642211914062
2017-05-15,151.2417449951172
2017-05-16,150.5326385498047
2017-05-17,147.79898071289062
2017-05-18,149.37574768066406
2017-05-19,148.79725646972656
2017-05-22,148.67596435546875
2017-05-23,149.76756286621094
2017-05-24,151.0178985595703
2017-05-25,150.82191467285156
2017-05-26,150.51400756835938
2017-05-30,150.68197631835938
2017-05-31,150.43002319335938
2017-06-01,152.96783447265625
2017-06-02,153.44369506835938
2017-06-05,153.72361755371094
2017-06-06,154.4140167236328
2017-06-07,157.19436645507812
2017-06-08,155.35633850097656
2017-06-09,155.5709686279297
2017-06-12,155.626953125
2017-06-13,155.39366149902344
2017-06-14,156.8491668701172
2017-06-15,156.07473754882812
2017-06-16,157.7541961669922
2017-06-19,158.8551483154297
2017-06-20,158.22076416015625
2017-06-21,158.78053283691406
2017-06-22,159.2469940185547
2017-06-23,158.24868774414062
2017-06-26,156.98916625976562
2017-06-27,155.86019897460938
2017-06-28,156.86785888671875
2017-06-29,155.5336456298828
2017-06-30,156.17739868164062
2017-07-03,156.28004455566406
2017-07-05,157.828857421875
2017-07-06,156.69056701660156
2017-07-07,158.24868774414062
2017-07-10,158.21139526367188
2017-07-11,159.69488525390625
2017-07-12,160.53456115722656
2017-07-13,161.45826721191406
2017-07-14,162.1580047607422
2017-07-17,162.5218963623047
2017-07-18,160.57192993164062
2017-07-19,162.63388061523438
2017-07-20,162.80181884765625
2017-07-21,162.5592498779297
2017-07-24,162.83912658691406
2017-07-25,162.16737365722656
2017-07-26,161.9434814453125
2017-07-27,160.54393005371094
2017-07-28,162.31666564941406
2017-07-31,161.93408203125
2017-08-01,161.3743438720703
2017-08-02,163.0350799560547
2017-08-03,164.25730895996094
2017-08-04,160.9917755126953
2017-08-07,164.1919708251953
2017-08-08,163.865478515625
2017-08-09,166.15138244628906
2017-08-10,163.61354064941406
2017-08-11,162.69920349121094
2017-08-14,164.5372314453125
2017-08-15,167.1590118408203
2017-08-16,167.8120880126953
2017-08-17,166.1046905517578
2017-08-18,165.17169189453125
2017-08-21,166.05804443359375
2017-08-22,167.7747802734375
2017-08-23,167.37359619140625
2017-08-24,167.72813415527344
2017-08-25,167.28961181640625
2017-08-28,168.4092254638672
2017-08-29,168.0266876220703
2017-08-30,167.6348419189453
2017-08-31,169.86474609375
2017-09-01,170.900390625
2017-09-05,172.8970947265625
2017-09-06,169.90208435058594
2017-09-07,172.58914184570312
2017-09-08,172.1973114013672
2017-09-11,173.83941650390625
2017-09-12,173.12098693847656
2017-09-13,175.0523223876953
2017-09-14,172.82237243652344
2017-09-15,173.58750915527344
2017-09-18,172.88771057128906
