,JBHT
2022-03-08,189.02391052246094
2022-03-09,194.37640380859375
2022-03-10,196.82354736328125
2022-03-11,193.3819580078125
2022-03-14,190.4571075439453
2022-03-15,193.9961700439453
2022-03-16,212.59829711914062
2022-03-17,210.8628692626953
2022-03-18,209.68321228027344
2022-03-21,208.60098266601562
2022-03-22,208.4937286376953
2022-03-23,204.91566467285156
2022-03-24,203.21922302246094
2022-03-25,203.95045471191406
2022-03-28,204.29165649414062
2022-03-29,203.97972106933594
2022-03-30,201.0938262939453
2022-03-31,195.76083374023438
2022-04-01,176.9637451171875
2022-04-04,172.6934356689453
2022-04-05,168.74490356445312
2022-04-06,166.4342803955078
2022-04-07,168.2671661376953
2022-04-08,168.84237670898438
2022-04-11,166.4244842529297
2022-04-12,164.016357421875
2022-04-13,167.67245483398438
2022-04-14,167.70169067382812
