,PKG
2014-05-22,49.0360221862793
2014-05-23,49.298763275146484
2014-05-27,49.459320068359375
2014-05-28,49.612579345703125
2014-05-29,50.225608825683594
2014-05-30,50.473758697509766
2014-06-02,51.29114532470703
2014-06-03,51.30573272705078
2014-06-04,50.918941497802734
2014-06-05,51.6049690246582
2014-06-06,51.78742599487305
2014-06-09,52.09394073486328
2014-06-10,51.838504791259766
2014-06-11,51.80179977416992
2014-06-12,51.32475280761719
2014-06-13,51.27336502075195
2014-06-16,51.15593338012695
2014-06-17,51.62565994262695
2014-06-18,51.581634521484375
2014-06-19,52.0733528137207
2014-06-20,52.56509017944336
2014-06-23,52.24951171875
2014-06-24,51.55226516723633
2014-06-25,51.999977111816406
2014-06-26,52.06602478027344
2014-06-27,52.24951171875
2014-06-30,52.46969985961914
2014-07-01,53.0201530456543
2014-07-02,52.06602478027344
2014-07-03,52.05868148803711
2014-07-07,51.09721374511719
2014-07-08,50.64217758178711
2014-07-09,50.68621063232422
2014-07-10,50.03300476074219
2014-07-11,50.3119010925293
2014-07-14,50.517398834228516
2014-07-15,49.90089416503906
2014-07-16,49.32841873168945
2014-07-17,48.74125671386719
2014-07-18,49.66603469848633
2014-07-21,48.587135314941406
2014-07-22,48.176116943359375
2014-07-23,48.836673736572266
2014-07-24,50.7229118347168
2014-07-25,49.74676513671875
2014-07-28,49.394474029541016
2014-07-29,49.12291717529297
2014-07-30,49.394474029541016
2014-07-31,48.55778503417969
2014-08-01,48.79996871948242
2014-08-04,49.46052551269531
2014-08-05,48.74125671386719
2014-08-06,48.88804244995117
2014-08-07,48.631168365478516
2014-08-08,48.91741180419922
2014-08-11,48.79263687133789
2014-08-12,48.32291030883789
2014-08-13,47.06786346435547
2014-08-14,48.13943099975586
2014-08-15,48.34492492675781
2014-08-18,48.65317153930664
2014-08-19,48.528411865234375
2014-08-20,48.220157623291016
2014-08-21,48.79996871948242
2014-08-22,48.777950286865234
2014-08-25,48.99813461303711
2014-08-26,49.22565460205078
2014-08-27,49.350425720214844
2014-08-28,49.321075439453125
2014-08-29,49.90089416503906
2014-09-02,50.44401550292969
2014-09-03,51.14859390258789
2014-09-04,51.58895492553711
2014-09-05,51.70638656616211
2014-09-08,51.44951248168945
2014-09-09,50.803646087646484
2014-09-10,50.42932891845703
2014-09-11,51.17495346069336
2014-09-12,50.00114440917969
2014-09-15,49.71324157714844
2014-09-16,49.27028274536133
2014-09-17,48.37702178955078
2014-09-18,48.25889205932617
2014-09-19,48.281044006347656
2014-09-22,48.03742980957031
2014-09-23,47.49850845336914
2014-09-24,47.42467498779297
2014-09-25,46.69382858276367
2014-09-26,47.838104248046875
2014-09-29,47.882389068603516
2014-09-30,47.114627838134766
2014-10-01,46.450199127197266
2014-10-02,45.99250030517578
2014-10-03,47.07771301269531
2014-10-06,46.553565979003906
2014-10-07,46.236114501953125
2014-10-08,47.04079818725586
2014-10-09,45.756263732910156
2014-10-10,44.85560989379883
2014-10-13,43.42341613769531
2014-10-14,43.26837921142578
2014-10-15,44.0509147644043
2014-10-16,45.94081115722656
2014-10-17,46.02941131591797
2014-10-20,46.575706481933594
2014-10-21,51.03470230102539
2014-10-22,49.74275588989258
2014-10-23,51.28569030761719
2014-10-24,51.44072723388672
2014-10-27,50.864891052246094
2014-10-28,52.02393341064453
2014-10-29,51.580970764160156
2014-10-30,52.466888427734375
2014-10-31,53.212501525878906
2014-11-03,52.983638763427734
2014-11-04,53.419219970703125
2014-11-05,53.41182327270508
2014-11-06,53.33799362182617
2014-11-07,53.81785202026367
2014-11-10,54.4232292175293
2014-11-11,53.714515686035156
2014-11-12,53.9876594543457
2014-11-13,53.780941009521484
2014-11-14,53.36752700805664
2014-11-17,53.75141525268555
2014-11-18,54.334632873535156
2014-11-19,53.92860412597656
2014-11-20,53.81785202026367
2014-11-21,53.87693786621094
2014-11-24,54.526588439941406
2014-11-25,54.85879135131836
2014-11-26,54.43062210083008
2014-11-28,54.836631774902344
2014-12-01,54.061492919921875
2014-12-02,55.2722053527832
2014-12-03,56.541961669921875
2014-12-04,57.42047882080078
2014-12-05,57.59028625488281
2014-12-08,57.18425369262695
2014-12-09,56.490299224853516
2014-12-10,56.261451721191406
2014-12-11,56.78560256958008
2014-12-12,56.099029541015625
2014-12-15,56.21715545654297
2014-12-16,56.51247024536133
2014-12-17,57.84825897216797
2014-12-18,58.86496353149414
2014-12-19,58.96144104003906
2014-12-22,59.13955307006836
2014-12-23,58.634925842285156
2014-12-24,58.55327224731445
2014-12-26,58.738800048828125
2014-12-29,58.709129333496094
2014-12-30,58.58296585083008
2014-12-31,57.92246627807617
2015-01-02,58.1005859375
2015-01-05,57.566246032714844
2015-01-06,57.03936004638672
2015-01-07,56.979984283447266
2015-01-08,58.419700622558594
2015-01-09,58.30095291137695
2015-01-12,58.523597717285156
2015-01-13,58.48649597167969
2015-01-14,58.47907257080078
2015-01-15,58.64974594116211
2015-01-16,59.64419937133789
2015-01-20,60.282440185546875
2015-01-21,60.7647705078125
2015-01-22,61.247169494628906
2015-01-23,59.41413497924805
2015-01-26,60.52731704711914
2015-01-27,56.646018981933594
2015-01-28,56.83897399902344
2015-01-29,56.72023010253906
2015-01-30,56.28980255126953
2015-02-02,55.91132354736328
2015-02-03,56.30466842651367
2015-02-04,56.72023010253906
2015-02-05,57.55883026123047
2015-02-06,57.71467590332031
2015-02-09,57.506893157958984
2015-02-10,58.57554626464844
2015-02-11,58.78333282470703
2015-02-12,60.134002685546875
2015-02-13,61.51433181762695
2015-02-17,61.01710510253906
2015-02-18,62.063507080078125
2015-02-19,61.633094787597656
2015-02-20,62.09318923950195
2015-02-23,62.51620101928711
2015-02-24,61.51433181762695
2015-02-25,60.92808151245117
2015-02-26,61.38075256347656
2015-02-27,61.49207305908203
2015-03-02,61.640506744384766
2015-03-03,60.49021530151367
2015-03-04,59.58481979370117
2015-03-05,58.686859130859375
2015-03-06,57.75920867919922
2015-03-09,58.05607986450195
2015-03-10,57.75920867919922
2015-03-11,57.96847152709961
2015-03-12,59.47823715209961
2015-03-13,58.64862823486328
2015-03-16,58.499141693115234
2015-03-17,58.28239440917969
2015-03-18,59.53803634643555
2015-03-19,59.07462692260742
2015-03-20,60.43490982055664
2015-03-23,58.99989700317383
2015-03-24,58.85789489746094
2015-03-25,57.31076431274414
2015-03-26,57.80404281616211
2015-03-27,58.140380859375
2015-03-30,58.93263244628906
2015-03-31,58.4393424987793
2015-04-01,57.39298629760742
2015-04-02,56.98191452026367
2015-04-06,57.72930145263672
2015-04-07,57.198673248291016
2015-04-08,58.55145263671875
2015-04-09,58.506614685058594
2015-04-10,58.85789489746094
2015-04-13,58.67102813720703
2015-04-14,57.475196838378906
2015-04-15,57.26591873168945
2015-04-16,57.66952133178711
2015-04-17,57.37054443359375
2015-04-20,57.56488800048828
2015-04-21,51.58566665649414
2015-04-22,52.82635498046875
2015-04-23,52.348026275634766
2015-04-24,52.318115234375
2015-04-27,51.82483673095703
2015-04-28,51.06248474121094
2015-04-29,51.21944046020508
2015-04-30,51.71272659301758
2015-05-01,52.220947265625
2015-05-04,52.445186614990234
2015-05-05,50.8382682800293
2015-05-06,51.58566665649414
2015-05-07,51.72020721435547
2015-05-08,52.258338928222656
2015-05-11,52.04158020019531
2015-05-12,51.4959831237793
2015-05-13,52.04158020019531
2015-05-14,52.83384323120117
2015-05-15,52.72171401977539
2015-05-18,52.848777770996094
2015-05-19,52.60213088989258
2015-05-20,53.005741119384766
2015-05-21,53.04309844970703
2015-05-22,52.78150939941406
2015-05-26,52.37790298461914
2015-05-27,52.78150939941406
2015-05-28,52.69182586669922
2015-05-29,51.705257415771484
2015-06-01,51.0026969909668
2015-06-02,50.98027038574219
2015-06-03,51.197021484375
2015-06-04,50.950382232666016
2015-06-05,51.21944046020508
2015-06-08,50.67384338378906
2015-06-09,50.16559982299805
2015-06-10,50.621517181396484
2015-06-11,51.28461837768555
2015-06-12,50.98322677612305
2015-06-15,50.3351936340332
2015-06-16,50.59137725830078
2015-06-17,51.246944427490234
2015-06-18,51.62370300292969
2015-06-19,52.14363098144531
2015-06-22,50.42560958862305
2015-06-23,50.3351936340332
2015-06-24,49.64948654174805
2015-06-25,49.10694122314453
2015-06-26,48.08214569091797
2015-06-29,47.147796630859375
2015-06-30,47.08750915527344
2015-07-01,48.12736892700195
2015-07-02,48.09722900390625
2015-07-06,47.803348541259766
2015-07-07,48.33082580566406
2015-07-08,47.20808410644531
2015-07-09,47.04230499267578
2015-07-10,47.45673751831055
2015-07-13,48.14244842529297
2015-07-14,48.57194519042969
2015-07-15,48.18766403198242
2015-07-16,49.76251220703125
2015-07-17,49.34054183959961
2015-07-20,49.822792053222656
2015-07-21,49.34054183959961
2015-07-22,53.417083740234375
2015-07-23,52.505313873291016
2015-07-24,52.33956527709961
2015-07-27,52.11349868774414
2015-07-28,52.625892639160156
2015-07-29,53.356788635253906
2015-07-30,53.29652404785156
2015-07-31,53.34174346923828
2015-08-03,52.77659606933594
2015-08-04,52.98759078979492
2015-08-05,53.28144836425781
2015-08-06,53.20610046386719
2015-08-07,53.68833923339844
2015-08-10,54.58505630493164
2015-08-11,54.600101470947266
2015-08-12,54.117855072021484
2015-08-13,54.33638000488281
2015-08-14,55.1577033996582
2015-08-17,55.285804748535156
2015-08-18,54.93920135498047
2015-08-19,54.577510833740234
2015-08-20,53.613006591796875
2015-08-21,52.68616485595703
2015-08-24,50.033775329589844
2015-08-25,48.08214569091797
2015-08-26,48.59455490112305
2015-08-27,49.95843505859375
2015-08-28,50.84757995605469
2015-08-31,50.56877517700195
2015-09-01,48.993919372558594
2015-09-02,49.3857536315918
2015-09-03,49.35560607910156
2015-09-04,48.65483093261719
2015-09-08,49.86801528930664
2015-09-09,49.29532241821289
2015-09-10,49.59673309326172
2015-09-11,49.7943000793457
2015-09-14,50.02227020263672
2015-09-15,50.32621765136719
2015-09-16,50.2806282043457
2015-09-17,49.77150344848633
2015-09-18,48.814056396484375
2015-09-21,48.753292083740234
2015-09-22,47.727455139160156
2015-09-23,47.4691047668457
2015-09-24,46.35209655761719
2015-09-25,46.58004379272461
2015-09-28,45.0907096862793
2015-09-29,45.204681396484375
2015-09-30,45.71379852294922
2015-10-01,46.534454345703125
2015-10-02,47.51469802856445
2015-10-05,48.35054016113281
2015-10-06,47.742645263671875
2015-10-07,48.646888732910156
2015-10-08,49.41435241699219
2015-10-09,52.978172302246094
2015-10-12,52.066314697265625
2015-10-13,51.72437286376953
2015-10-14,52.23347854614258
2015-10-15,52.355064392089844
2015-10-16,52.68939971923828
2015-10-19,52.46903610229492
2015-10-20,51.83834457397461
2015-10-21,48.85966491699219
2015-10-22,49.262386322021484
2015-10-23,50.63015365600586
2015-10-26,51.26084899902344
2015-10-27,50.90370178222656
2015-10-28,51.390037536621094
2015-10-29,51.701560974121094
2015-10-30,52.01313400268555
2015-11-02,52.54502868652344
2015-11-03,51.14687728881836
2015-11-04,51.16205978393555
2015-11-05,51.06328201293945
2015-11-06,50.92649459838867
2015-11-09,50.51618194580078
2015-11-10,50.34141540527344
2015-11-11,50.8353157043457
2015-11-12,49.08761978149414
2015-11-13,49.338382720947266
2015-11-16,49.019229888916016
2015-11-17,48.152984619140625
2015-11-18,49.87028121948242
2015-11-19,50.50857925415039
2015-11-20,51.12407302856445
2015-11-23,51.11647415161133
2015-11-24,51.95991897583008
2015-11-25,51.22285461425781
2015-11-27,51.67117691040039
2015-11-30,51.663578033447266
2015-12-01,52.317073822021484
2015-12-02,51.26084899902344
2015-12-03,50.73652267456055
2015-12-04,50.96449661254883
2015-12-07,50.85811233520508
2015-12-08,49.8854866027832
2015-12-09,49.991859436035156
2015-12-10,49.581539154052734
2015-12-11,49.45994567871094
2015-12-14,48.47212600708008
2015-12-15,48.79887771606445
2015-12-16,49.437156677246094
2015-12-17,47.081565856933594
2015-12-18,45.485836029052734
2015-12-21,46.291297912597656
2015-12-22,47.64385986328125
2015-12-23,48.939422607421875
2015-12-24,49.29205322265625
2015-12-28,49.34571075439453
2015-12-29,49.01606750488281
2015-12-30,49.06206512451172
2015-12-31,48.33380126953125
2016-01-04,47.797183990478516
2016-01-05,47.75119400024414
2016-01-06,46.708621978759766
2016-01-07,45.60472869873047
2016-01-08,44.646484375
2016-01-11,45.612388610839844
2016-01-12,45.612388610839844
2016-01-13,44.194190979003906
2016-01-14,44.58515167236328
2016-01-15,44.81513595581055
2016-01-19,43.956539154052734
2016-01-20,43.680564880371094
2016-01-21,42.89098358154297
2016-01-22,44.20186233520508
2016-01-25,38.47539138793945
2016-01-26,38.099761962890625
2016-01-27,38.176422119140625
2016-01-28,37.47115707397461
2016-01-29,38.96601104736328
2016-02-01,39.10400390625
2016-02-02,38.2607536315918
2016-02-03,37.885108947753906
2016-02-04,38.667049407958984
2016-02-05,38.82035827636719
2016-02-08,38.12276840209961
2016-02-09,38.20709228515625
2016-02-10,37.4251594543457
2016-02-11,35.31702423095703
2016-02-12,35.72331619262695
2016-02-16,36.328922271728516
2016-02-17,36.7658805847168
2016-02-18,36.15262222290039
2016-02-19,34.611759185791016
2016-02-22,35.04871368408203
2016-02-23,35.1253776550293
2016-02-24,36.25226593017578
2016-02-25,36.38258743286133
2016-02-26,37.049530029296875
2016-02-29,37.179847717285156
2016-03-01,38.69771194458008
2016-03-02,38.881690979003906
2016-03-03,40.20023727416992
2016-03-04,40.39188003540039
2016-03-07,40.95915985107422
2016-03-08,40.338226318359375
2016-03-09,42.17037582397461
2016-03-10,41.67210006713867
2016-03-11,42.918922424316406
2016-03-14,42.678863525390625
2016-03-15,42.04383087158203
2016-03-16,43.29065704345703
2016-03-17,44.36710739135742
2016-03-18,44.29740905761719
2016-03-21,45.11830139160156
2016-03-22,45.67589569091797
2016-03-23,45.2189826965332
2016-03-24,45.4668083190918
2016-03-28,45.64490509033203
2016-03-29,46.61296081542969
2016-03-30,46.032142639160156
2016-03-31,46.77558517456055
2016-04-01,47.031150817871094
2016-04-04,46.81431198120117
2016-04-05,45.606197357177734
2016-04-06,46.33416748046875
2016-04-07,45.683650970458984
2016-04-08,46.60521697998047
2016-04-11,46.51227951049805
2016-04-12,46.992431640625
2016-04-13,47.83655548095703
2016-04-14,47.387386322021484
2016-04-15,48.223777770996094
2016-04-18,48.46384811401367
2016-04-19,48.858802795410156
2016-04-20,48.556766510009766
2016-04-21,49.447364807128906
2016-04-22,50.86458206176758
2016-04-25,50.42314910888672
2016-04-26,51.05818176269531
2016-04-27,51.23630142211914
2016-04-28,50.9962272644043
2016-04-29,50.24503707885742
2016-05-02,51.20533752441406
2016-05-03,50.632240295410156
2016-05-04,50.14435958862305
2016-05-05,50.29924011230469
2016-05-06,50.554805755615234
2016-05-09,50.80263137817383
2016-05-10,51.69321823120117
2016-05-11,51.23630142211914
2016-05-12,51.36796188354492
2016-05-13,50.58579635620117
2016-05-16,51.460880279541016
2016-05-17,50.39992141723633
2016-05-18,49.86557388305664
2016-05-19,49.664207458496094
2016-05-20,50.438655853271484
2016-05-23,50.60902404785156
2016-05-24,50.96525955200195
2016-05-25,52.35924530029297
2016-05-26,52.30501174926758
2016-05-27,52.91681671142578
2016-05-31,52.83937454223633
2016-06-01,53.40470886230469
2016-06-02,53.80741500854492
2016-06-03,53.637046813964844
2016-06-06,54.01651382446289
2016-06-07,55.0465087890625
2016-06-08,54.8373908996582
2016-06-09,53.93132781982422
2016-06-10,53.520877838134766
2016-06-13,51.53804016113281
2016-06-14,51.280433654785156
2016-06-15,51.06965637207031
2016-06-16,51.171146392822266
2016-06-17,51.32726287841797
2016-06-20,52.7480354309082
2016-06-21,52.8885612487793
2016-06-22,53.255455017089844
2016-06-23,53.90339279174805
2016-06-24,51.54585266113281
2016-06-27,49.09463119506836
2016-06-28,49.70352554321289
2016-06-29,51.41313934326172
2016-06-30,52.24843215942383
2016-07-01,52.404563903808594
2016-07-05,51.085269927978516
2016-07-06,53.458431243896484
2016-07-07,53.63796615600586
2016-07-08,54.75429153442383
2016-07-11,54.442047119140625
2016-07-12,55.144622802734375
2016-07-13,55.41004180908203
2016-07-14,56.073570251464844
2016-07-15,57.790985107421875
2016-07-18,57.50996017456055
2016-07-19,57.119632720947266
2016-07-20,57.595829010009766
2016-07-21,57.61924362182617
2016-07-22,58.032997131347656
2016-07-25,57.790985107421875
2016-07-26,58.78240203857422
2016-07-27,58.610694885253906
2016-07-28,58.48577117919922
2016-07-29,58.30621337890625
2016-08-01,58.1032600402832
2016-08-02,57.62704849243164
2016-08-03,57.79880905151367
2016-08-04,57.962738037109375
2016-08-05,58.2593879699707
2016-08-08,58.2515754699707
2016-08-09,58.93854522705078
2016-08-10,59.58647537231445
2016-08-11,60.078269958496094
2016-08-12,59.453765869140625
2016-08-15,59.305442810058594
2016-08-16,60.00021743774414
2016-08-17,60.320281982421875
2016-08-18,60.60911560058594
2016-08-19,60.72618865966797
2016-08-22,59.72698974609375
2016-08-23,60.17974090576172
2016-08-24,59.33667755126953
2016-08-25,61.428794860839844
2016-08-26,61.95183181762695
2016-08-29,61.60053634643555
2016-08-30,61.99864959716797
2016-08-31,61.38194274902344
2016-09-01,61.62394714355469
2016-09-02,62.19382095336914
2016-09-06,62.88078689575195
2016-09-07,63.47406768798828
2016-09-08,63.1228141784668
2016-09-09,61.60053634643555
2016-09-12,62.77928161621094
2016-09-13,62.28363037109375
2016-09-14,61.866607666015625
2016-09-15,62.968143463134766
2016-09-16,62.991729736328125
2016-09-19,63.259273529052734
2016-09-20,62.763580322265625
2016-09-21,64.25062561035156
2016-09-22,63.448089599609375
2016-09-23,64.746337890625
2016-09-26,64.50240325927734
2016-09-27,63.542503356933594
2016-09-28,64.25062561035156
2016-09-29,62.7242317199707
2016-09-30,63.93593215942383
2016-10-03,63.80216598510742
2016-10-04,63.597572326660156
2016-10-05,62.385887145996094
2016-10-06,63.747066497802734
2016-10-07,63.4323616027832
2016-10-10,64.08540344238281
2016-10-11,63.42448425292969
2016-10-12,64.73844909667969
2016-10-13,64.00672149658203
2016-10-14,64.99024963378906
2016-10-17,65.5645980834961
2016-10-18,65.91078186035156
2016-10-19,67.30345153808594
2016-10-20,63.83363342285156
2016-10-21,64.15620422363281
2016-10-24,65.02169799804688
2016-10-25,63.63691711425781
2016-10-26,63.77068328857422
2016-10-27,63.70772933959961
2016-10-28,64.13260650634766
2016-10-31,64.91154479980469
2016-11-01,63.20418167114258
2016-11-02,62.73208999633789
2016-11-03,61.898094177246094
2016-11-04,62.21280288696289
2016-11-07,62.42524719238281
2016-11-08,63.05467987060547
2016-11-09,64.73057556152344
2016-11-10,64.61258697509766
2016-11-11,64.99024963378906
2016-11-14,67.64176940917969
2016-11-15,67.60242462158203
2016-11-16,67.44507598876953
2016-11-17,68.27906036376953
2016-11-18,68.85342407226562
2016-11-21,67.8935546875
2016-11-22,66.61890411376953
2016-11-23,66.65826416015625
2016-11-25,67.21686553955078
2016-11-28,67.19329833984375
2016-11-29,67.38213348388672
2016-11-30,66.68975067138672
2016-12-01,67.02806091308594
2016-12-02,68.50727844238281
2016-12-05,68.5701904296875
2016-12-06,68.40499114990234
2016-12-07,68.68035888671875
2016-12-08,68.71183776855469
2016-12-09,68.75116729736328
2016-12-12,68.04304504394531
2016-12-13,68.12957763671875
2016-12-14,67.79127502441406
2016-12-15,68.08236694335938
2016-12-16,68.02729797363281
2016-12-19,68.25546264648438
2016-12-20,68.23188781738281
2016-12-21,68.56474304199219
2016-12-22,68.14468383789062
2016-12-23,68.54097747802734
2016-12-27,68.68363952636719
2016-12-28,67.51856994628906
2016-12-29,67.41552734375
2016-12-30,67.22531127929688
2017-01-03,67.36798095703125
2017-01-04,68.45378875732422
2017-01-05,67.62953186035156
2017-01-06,69.11162567138672
2017-01-09,69.56339263916016
2017-01-10,69.72982025146484
2017-01-11,70.15782165527344
2017-01-12,68.85799407958984
2017-01-13,69.12747192382812
2017-01-17,67.89899444580078
2017-01-18,68.68363952636719
2017-01-19,67.97032165527344
2017-01-20,68.20018005371094
2017-01-23,70.00721740722656
2017-01-24,72.97932434082031
2017-01-25,75.05583953857422
2017-01-26,74.51691436767578
2017-01-27,74.16816711425781
2017-01-30,72.77325439453125
2017-01-31,73.05860900878906
2017-02-01,73.7877426147461
2017-02-02,74.00174713134766
2017-02-03,74.67544555664062
2017-02-06,74.6595458984375
2017-02-07,75.35702514648438
2017-02-08,74.64373016357422
2017-02-09,74.30291748046875
2017-02-10,74.57239532470703
2017-02-13,75.19060516357422
2017-02-14,75.40457916259766
2017-02-15,75.65818786621094
2017-02-16,76.57758331298828
2017-02-17,75.49968719482422
2017-02-21,75.93560791015625
2017-02-22,74.50105285644531
2017-02-23,74.49311828613281
2017-02-24,74.06515502929688
2017-02-27,74.23157501220703
2017-02-28,73.25672912597656
2017-03-01,74.30291748046875
2017-03-02,74.10477447509766
2017-03-03,74.29499816894531
2017-03-06,73.18538665771484
2017-03-07,73.2725830078125
2017-03-08,73.68472290039062
2017-03-09,73.53411865234375
2017-03-10,73.05860900878906
2017-03-13,73.43364715576172
2017-03-14,73.29798889160156
2017-03-15,74.13591766357422
2017-03-16,73.74490356445312
2017-03-17,73.70498657226562
2017-03-20,75.3409194946289
2017-03-21,73.05061340332031
2017-03-22,73.51347351074219
2017-03-23,73.76883697509766
2017-03-24,72.14885711669922
2017-03-27,71.19124603271484
2017-03-28,72.46805572509766
2017-03-29,71.86157989501953
2017-03-30,72.70745849609375
2017-03-31,73.11445617675781
2017-04-03,72.45211791992188
2017-04-04,72.74738311767578
2017-04-05,72.47603607177734
2017-04-06,73.234130859375
2017-04-07,72.65160369873047
2017-04-10,72.61967468261719
2017-04-11,72.6276626586914
2017-04-12,71.96530151367188
2017-04-13,71.83761596679688
2017-04-17,72.86707305908203
2017-04-18,73.8007583618164
2017-04-19,74.70250701904297
2017-04-20,74.88607025146484
2017-04-21,74.79827117919922
2017-04-24,75.07756042480469
2017-04-25,75.301025390625
2017-04-26,75.44467163085938
2017-04-27,79.99337005615234
2017-04-28,78.82825469970703
2017-05-01,78.70856475830078
2017-05-02,78.82825469970703
2017-05-03,78.9320297241211
2017-05-04,80.21680450439453
2017-05-05,81.55747985839844
2017-05-08,80.84724426269531
2017-05-09,80.28065490722656
2017-05-10,81.94849395751953
2017-05-11,81.78890991210938
2017-05-12,81.65324401855469
2017-05-15,82.10015106201172
2017-05-16,82.10811614990234
2017-05-17,80.24076080322266
2017-05-18,79.17938232421875
2017-05-19,79.28313446044922
2017-05-22,79.73001861572266
2017-05-23,79.80186462402344
2017-05-24,81.09463500976562
2017-05-25,81.37393951416016
2017-05-26,81.54151916503906
2017-05-30,81.65324401855469
2017-05-31,81.52557373046875
2017-06-01,82.9939193725586
2017-06-02,83.15352630615234
2017-06-05,83.06574249267578
2017-06-06,82.49117279052734
2017-06-07,82.7944107055664
2017-06-08,82.81037902832031
2017-06-09,83.75202178955078
2017-06-12,83.95155334472656
2017-06-13,84.90689849853516
2017-06-14,84.25662231445312
2017-06-15,84.59381103515625
2017-06-16,86.36002349853516
2017-06-19,86.94607543945312
2017-06-20,86.62496948242188
2017-06-21,86.47242736816406
2017-06-22,86.48848724365234
2017-06-23,87.85326385498047
2017-06-26,89.17794799804688
2017-06-27,88.80061340332031
2017-06-28,90.53471374511719
2017-06-29,89.5552749633789
2017-06-30,89.42682647705078
2017-07-03,90.00485229492188
2017-07-05,89.8282241821289
2017-07-06,88.9852523803711
2017-07-07,89.04949951171875
2017-07-10,90.28585815429688
2017-07-11,89.34654235839844
2017-07-12,89.78811645507812
2017-07-13,90.96823120117188
2017-07-14,90.80767822265625
2017-07-17,90.59091186523438
2017-07-18,89.52314758300781
2017-07-19,90.14131927490234
2017-07-20,88.6801986694336
2017-07-21,87.87735748291016
2017-07-24,87.50004577636719
2017-07-25,87.17088317871094
2017-07-26,87.34749603271484
2017-07-27,88.75244140625
2017-07-28,88.1262435913086
2017-07-31,87.89341735839844
2017-08-01,88.35103607177734
2017-08-02,88.49552917480469
2017-08-03,88.37511444091797
2017-08-04,87.57229614257812
2017-08-07,87.8452377319336
2017-08-08,88.00582885742188
2017-08-09,87.64454650878906
2017-08-10,86.16734313964844
2017-08-11,86.31989288330078
2017-08-14,87.61244201660156
2017-08-15,87.74089050292969
2017-08-16,89.46695709228516
2017-08-17,88.76849365234375
2017-08-18,88.30286407470703
2017-08-21,85.5090103149414
2017-08-22,87.33946990966797
2017-08-23,87.63651275634766
2017-08-24,88.40723419189453
2017-08-25,88.59989929199219
2017-08-28,87.55622100830078
2017-08-29,87.10664367675781
2017-08-30,89.22612762451172
2017-08-31,90.24571990966797
2017-09-01,91.08063507080078
2017-09-05,89.8282241821289
2017-09-06,89.61949920654297
2017-09-07,90.14131927490234
2017-09-08,91.3536148071289
2017-09-11,93.77010345458984
2017-09-12,94.95027160644531
2017-09-13,93.60955047607422
2017-09-14,93.47232055664062
