,IR
2023-06-05,60.604469299316406
2023-06-06,61.4134635925293
2023-06-07,62.611968994140625
2023-06-08,62.681880950927734
2023-06-09,62.38225555419922
2023-06-12,62.75179672241211
2023-06-13,64.02021789550781
2023-06-14,64.0401840209961
2023-06-15,64.62945556640625
2023-06-16,64.43968963623047
2023-06-20,64.0401840209961
2023-06-21,64.0501708984375
2023-06-22,63.44093704223633
2023-06-23,63.2911262512207
2023-06-26,63.14130783081055
2023-06-27,63.85042953491211
2023-06-28,63.58076477050781
2023-06-29,64.31983947753906
2023-06-30,65.27864074707031
2023-07-03,65.15879821777344
2023-07-05,64.0401840209961
2023-07-06,63.48088836669922
2023-07-07,64.18000793457031
2023-07-10,65.72807312011719
2023-07-11,66.16754150390625
2023-07-12,66.02772521972656
2023-07-13,66.59700012207031
2023-07-14,66.03770446777344
2023-07-17,66.20748138427734
2023-07-18,66.93657684326172
2023-07-19,65.6382064819336
2023-07-20,65.50835418701172
2023-07-21,65.17877197265625
2023-07-24,65.18875885009766
2023-07-25,64.98900604248047
2023-07-26,64.43968963623047
2023-07-27,63.97028732299805
2023-07-28,64.12008666992188
2023-07-31,65.18875885009766
2023-08-01,65.9278335571289
2023-08-02,65.40848541259766
2023-08-03,67.03646087646484
2023-08-04,66.82672119140625
2023-08-07,67.82547760009766
2023-08-08,68.53459167480469
2023-08-09,68.05517578125
2023-08-10,67.83545684814453
2023-08-11,68.0052490234375
2023-08-14,67.81547546386719
2023-08-15,66.91661071777344
2023-08-16,66.62696838378906
2023-08-17,66.0177230834961
2023-08-18,66.40724182128906
2023-08-21,66.61697387695312
2023-08-22,66.78681945800781
2023-08-23,68.43525695800781
2023-08-24,68.17550659179688
2023-08-25,68.83488464355469
2023-08-28,69.0346908569336
2023-08-29,69.90386199951172
2023-08-30,69.82394409179688
2023-08-31,69.5442123413086
2023-09-01,69.8838882446289
2023-09-05,68.37531280517578
2023-09-06,69.94383239746094
2023-09-07,69.48426818847656
2023-09-08,69.3543930053711
2023-09-11,68.58511352539062
2023-09-12,68.26541137695312
2023-09-13,65.66787719726562
2023-09-14,66.49708557128906
2023-09-15,65.83771514892578
2023-09-18,66.32725524902344
2023-09-19,66.16741180419922
2023-09-20,64.95854949951172
2023-09-21,63.97947311401367
2023-09-22,64.43904113769531
2023-09-25,64.25920867919922
2023-09-26,62.730655670166016
2023-09-27,63.210201263427734
2023-09-28,64.20925903320312
2023-09-29,63.6597785949707
2023-10-02,63.53989028930664
2023-10-03,62.79059600830078
2023-10-04,63.20021057128906
2023-10-05,62.76062774658203
2023-10-06,63.36005783081055
2023-10-09,64.0394058227539
2023-10-10,64.62886047363281
2023-10-11,65.92762756347656
2023-10-12,65.99755859375
2023-10-13,64.15930938720703
2023-10-16,64.88861846923828
2023-10-17,65.59794616699219
2023-10-18,62.33103561401367
2023-10-19,61.16214370727539
2023-10-20,60.362892150878906
2023-10-23,59.253944396972656
2023-10-24,59.62360000610352
2023-10-25,59.303897857666016
2023-10-26,59.82340621948242
2023-10-27,59.32387924194336
2023-10-30,60.51275634765625
2023-10-31,60.622650146484375
2023-11-01,61.93141555786133
2023-11-02,65.52800750732422
2023-11-03,65.29822540283203
2023-11-06,65.1883316040039
2023-11-07,65.91764831542969
2023-11-08,65.98758697509766
2023-11-09,66.9666519165039
2023-11-10,68.27540588378906
2023-11-13,68.794921875
2023-11-14,69.59416961669922
2023-11-15,69.64411926269531
2023-11-16,70.13365173339844
2023-11-17,70.2735595703125
2023-11-20,70.37348937988281
2023-11-21,70.49342346191406
2023-11-22,70.6633071899414
2023-11-24,71.28289794921875
2023-11-27,70.73326110839844
2023-11-28,69.61400604248047
2023-11-29,69.55403137207031
2023-11-30,71.38282775878906
2023-12-01,72.19229125976562
2023-12-04,71.9724349975586
2023-12-05,71.91248321533203
2023-12-06,71.33285522460938
2023-12-07,72.50209045410156
2023-12-08,73.26158142089844
2023-12-11,73.93115234375
2023-12-12,74.2109603881836
2023-12-13,73.65132904052734
2023-12-14,75.26026153564453
2023-12-15,74.79057312011719
2023-12-18,74.77058410644531
2023-12-19,76.27959442138672
2023-12-20,74.82056427001953
2023-12-21,75.74994659423828
2023-12-22,76.42950439453125
2023-12-26,77.34888458251953
2023-12-27,77.798583984375
2023-12-28,77.72863006591797
2023-12-29,77.28892517089844
2024-01-02,76.67932891845703
2024-01-03,74.670654296875
2024-01-04,74.89051818847656
2024-01-05,74.7506103515625
2024-01-08,75.66999816894531
2024-01-09,75.85987091064453
2024-01-10,76.23961639404297
2024-01-11,77.63870239257812
2024-01-12,77.3688735961914
2024-01-16,77.89851379394531
2024-01-17,77.39885711669922
2024-01-18,78.12837219238281
2024-01-19,78.82791137695312
2024-01-22,79.28759765625
2024-01-23,79.15768432617188
2024-01-24,78.78793334960938
2024-01-25,79.19766235351562
2024-01-26,79.24763488769531
2024-01-29,80.42684936523438
2024-01-30,80.5567626953125
2024-01-31,79.80725860595703
2024-02-01,81.93585205078125
2024-02-02,83.68470001220703
2024-02-05,82.85523986816406
2024-02-06,83.18502807617188
2024-02-07,84.51415252685547
2024-02-08,85.32361602783203
2024-02-09,85.84326934814453
2024-02-12,85.41355895996094
2024-02-13,85.05378723144531
2024-02-14,86.43287658691406
2024-02-15,87.73202514648438
2024-02-16,89.41091918945312
2024-02-20,86.6827163696289
2024-02-21,88.88127136230469
2024-02-22,90.73004913330078
2024-02-23,90.47020721435548
2024-02-26,90.70006561279295
2024-02-27,90.3203125
2024-02-28,89.79066467285156
2024-02-29,91.26968383789062
2024-03-01,91.5694808959961
2024-03-04,91.47954559326172
2024-03-05,89.91058349609375
2024-03-06,90.20045471191406
2024-03-07,91.12006378173828
2024-03-08,90.33040618896484
2024-03-11,89.48077392578125
2024-03-12,90.8201904296875
2024-03-13,90.4903335571289
2024-03-14,90.97012329101562
2024-03-15,90.43035888671876
2024-03-18,91.17002868652344
2024-03-19,91.5198745727539
2024-03-20,93.63895416259766
2024-03-21,95.0583267211914
2024-03-22,94.698486328125
2024-03-25,94.43860626220705
2024-03-26,94.40860748291016
2024-03-27,95.21826171875
2024-03-28,94.90839385986328
2024-04-01,93.5789794921875
2024-04-02,92.50945281982422
2024-04-03,93.34908294677734
2024-04-04,92.25955963134766
2024-04-05,94.7684555053711
2024-04-08,93.96881103515624
2024-04-09,93.4590301513672
2024-04-10,92.94924926757812
2024-04-11,93.1291732788086
2024-04-12,91.87972259521484
2024-04-15,91.23999786376952
2024-04-16,90.84017944335938
2024-04-17,89.53075408935547
2024-04-18,88.93101501464844
2024-04-19,88.36126708984375
2024-04-22,88.5911636352539
2024-04-23,90.5303192138672
2024-04-24,92.45946502685548
2024-04-25,91.98967742919922
2024-04-26,93.4590301513672
2024-04-29,93.34908294677734
2024-04-30,93.27911376953124
2024-05-01,92.9592514038086
2024-05-02,92.80931091308594
2024-05-03,86.6820068359375
2024-05-06,88.44123077392578
2024-05-07,89.81063079833984
2024-05-08,90.71023559570312
2024-05-09,90.96012115478516
2024-05-10,91.2200164794922
2024-05-13,90.8001937866211
2024-05-14,91.49989318847656
2024-05-15,92.76961517333984
2024-05-16,91.37992095947266
2024-05-17,92.62964630126952
2024-05-20,94.11931610107422
2024-05-21,95.17908477783205
2024-05-22,96.25884246826172
2024-05-23,95.0791015625
2024-05-24,95.47901916503906
2024-05-28,93.43946838378906
2024-05-29,91.06998443603516
2024-05-30,91.97978973388672
2024-05-31,93.02955627441406
2024-06-03,90.02021789550781
2024-06-04,87.940673828125
2024-06-05,89.71028900146484
2024-06-06,88.36058044433594
2024-06-07,89.11041259765625
2024-06-10,91.1699676513672
2024-06-11,91.35992431640624
2024-06-12,94.71918487548828
2024-06-13,94.4292449951172
2024-06-14,91.43990325927734
2024-06-17,93.27950286865234
2024-06-18,94.55921936035156
2024-06-20,93.15953063964844
2024-06-21,92.86959075927734
2024-06-24,92.89958190917967
2024-06-25,89.89025115966797
2024-06-26,89.7802734375
2024-06-27,90.95001220703124
2024-06-28,90.82003784179688
2024-07-01,89.52033233642578
2024-07-02,90.64008331298828
2024-07-03,91.02999877929688
2024-07-05,91.35992431640624
2024-07-08,92.08976745605467
2024-07-09,91.70984649658205
2024-07-10,94.27928161621094
2024-07-11,95.47901916503906
2024-07-12,97.25862884521484
2024-07-15,98.6383285522461
2024-07-16,100.31795501708984
2024-07-17,97.99845886230467
2024-07-18,97.88848876953124
2024-07-19,96.8387222290039
2024-07-22,99.92803955078124
2024-07-23,100.22797393798828
2024-07-24,95.72896575927734
2024-07-25,96.918701171875
2024-07-26,98.67831420898438
2024-07-29,98.7183074951172
2024-07-30,98.84828186035156
2024-07-31,100.37794494628906
2024-08-01,91.2099609375
2024-08-02,87.40079498291016
2024-08-05,87.02088165283203
2024-08-06,88.1306381225586
2024-08-07,87.28082275390625
2024-08-08,90.46012115478516
2024-08-09,89.45034790039062
2024-08-12,88.24060821533203
2024-08-13,89.89025115966797
2024-08-14,91.01000213623048
2024-08-15,92.22000122070312
2024-08-16,91.01000213623048
2024-08-19,90.9499969482422
2024-08-20,90.5
2024-08-21,91.16000366210938
2024-08-22,90.13999938964844
2024-08-23,91.63999938964844
2024-08-26,90.8000030517578
2024-08-27,90.62999725341795
2024-08-28,89.4000015258789
2024-08-29,90.8000030517578
2024-08-30,91.4499969482422
2024-09-03,88.33000183105469
2024-09-04,87.26000213623047
2024-09-05,87.61000061035156
2024-09-06,86.83999633789062
2024-09-09,87.44999694824219
2024-09-10,88.02999877929688
2024-09-11,89.62999725341797
2024-09-12,89.86000061035156
2024-09-13,91.02999877929688
2024-09-16,90.94000244140624
2024-09-17,93.97000122070312
2024-09-18,93.73999786376952
2024-09-19,97.6500015258789
2024-09-20,96.7699966430664
2024-09-23,97.48999786376952
2024-09-24,98.01000213623048
2024-09-25,95.02999877929688
2024-09-26,96.41000366210938
2024-09-27,98.08000183105467
2024-09-30,98.16000366210938
2024-10-01,98.0
2024-10-02,99.94000244140624
2024-10-03,98.93000030517578
2024-10-04,101.12999725341795
2024-10-07,100.0199966430664
2024-10-08,98.87000274658205
2024-10-09,99.43000030517578
2024-10-10,98.55999755859376
2024-10-11,100.76000213623048
2024-10-14,102.44000244140624
2024-10-15,100.66999816894533
2024-10-16,100.38999938964844
2024-10-17,101.02999877929688
2024-10-18,100.4000015258789
2024-10-21,100.02999877929688
2024-10-22,98.45999908447266
2024-10-23,96.38999938964844
2024-10-24,95.93000030517578
2024-10-25,96.12000274658205
2024-10-28,97.11000061035156
2024-10-29,97.26000213623048
2024-10-30,97.27999877929688
2024-10-31,96.0
2024-11-01,93.97000122070312
2024-11-04,94.61000061035156
2024-11-05,97.6999969482422
2024-11-06,102.9800033569336
2024-11-07,103.52999877929688
2024-11-08,102.61000061035156
2024-11-11,104.8000030517578
2024-11-12,104.2300033569336
2024-11-13,104.3499984741211
2024-11-14,102.98999786376952
2024-11-15,102.43000030517578
2024-11-18,101.6500015258789
2024-11-19,102.37999725341795
2024-11-20,103.11000061035156
2024-11-21,103.04000091552734
2024-11-22,104.0
2024-11-25,105.3499984741211
2024-11-26,104.73999786376952
2024-11-27,104.0500030517578
2024-11-29,104.16999816894533
2024-12-02,105.12000274658205
2024-12-03,104.23999786376952
2024-12-04,103.9499969482422
2024-12-05,102.95999908447266
2024-12-06,102.27999877929688
2024-12-09,102.54000091552734
2024-12-10,101.83999633789062
2024-12-11,101.68000030517578
2024-12-12,101.41999816894533
2024-12-13,101.0999984741211
2024-12-16,99.8499984741211
2024-12-17,97.5500030517578
