,SPG
2021-06-07,109.1412353515625
2021-06-08,110.5340347290039
2021-06-09,110.43629455566406
2021-06-10,109.5810775756836
2021-06-11,109.3285903930664
2021-06-14,108.55482482910156
2021-06-15,106.93401336669922
2021-06-16,106.4778823852539
2021-06-17,104.79190826416016
2021-06-18,102.07966613769531
2021-06-21,107.10503387451172
2021-06-22,106.08694458007812
2021-06-23,107.68333435058594
2021-06-24,106.38827514648438
2021-06-25,106.75482940673828
2021-06-28,106.04620361328125
2021-06-29,106.68965911865234
2021-06-30,106.27425384521484
2021-07-01,108.29962158203125
2021-07-02,106.72709655761719
2021-07-06,105.08867645263672
2021-07-07,103.56554412841797
2021-07-08,102.98921203613281
2021-07-09,106.7765121459961
2021-07-12,107.25402069091797
2021-07-13,104.24066925048828
2021-07-14,104.9322509765625
2021-07-15,104.18302917480469
2021-07-16,102.50345611572266
2021-07-19,96.48497009277344
2021-07-20,103.4338150024414
2021-07-21,105.32743072509766
2021-07-22,102.9974365234375
2021-07-23,102.21528625488281
2021-07-26,104.58646392822266
2021-07-27,103.63140106201172
2021-07-28,103.09624481201172
2021-07-29,103.6725845336914
2021-07-30,104.16654968261719
2021-08-02,104.00188446044922
2021-08-03,106.65298461914062
2021-08-04,105.96141052246094
2021-08-05,110.3497085571289
2021-08-06,111.31298065185547
2021-08-09,109.38640594482422
2021-08-10,108.7689208984375
2021-08-11,109.92158508300781
2021-08-12,110.20149993896484
2021-08-13,110.05330657958984
2021-08-16,107.83033752441406
2021-08-17,105.47564697265625
2021-08-18,105.38508605957031
2021-08-19,105.76380920410156
2021-08-20,106.01904296875
2021-08-23,106.58715057373047
2021-08-24,109.1394271850586
2021-08-25,109.12297058105469
2021-08-26,107.88797760009766
2021-08-27,110.06976318359375
2021-08-30,109.83924102783203
2021-08-31,110.69549560546875
2021-09-01,111.8152084350586
2021-09-02,112.31744384765625
2021-09-03,111.76580810546875
2021-09-07,110.80252838134766
2021-09-08,110.01988220214844
2021-09-09,108.77098083496094
2021-09-10,106.48966217041016
2021-09-13,109.17062377929688
2021-09-14,107.87176513671875
2021-09-15,109.19560241699219
2021-09-16,110.46117401123047
2021-09-17,109.29552459716797
2021-09-20,107.83847045898438
2021-09-21,108.55451202392578
2021-09-22,111.26878356933594
2021-09-23,112.50103759765625
2021-09-24,111.44364166259766
2021-09-27,111.69339752197266
2021-09-28,111.32707214355469
2021-09-29,111.44364166259766
2021-09-30,108.21314239501953
2021-10-01,110.85249328613281
2021-10-04,110.1114730834961
2021-10-05,109.39543914794922
2021-10-06,110.41120910644531
2021-10-07,111.57683563232422
2021-10-08,109.96992492675781
2021-10-11,110.41952514648438
2021-10-12,112.20964050292969
2021-10-13,114.19120788574219
2021-10-14,116.00631713867188
2021-10-15,116.74730682373047
2021-10-18,120.33578491210938
2021-10-19,118.92870330810547
2021-10-20,120.69384002685547
2021-10-21,119.86121368408203
2021-10-22,120.84366607666016
2021-10-25,122.25078582763672
2021-10-26,121.8677978515625
2021-10-27,119.83623504638672
2021-10-28,122.49224853515625
2021-10-29,122.04265594482422
2021-11-01,124.3572769165039
2021-11-02,132.37522888183594
2021-11-03,138.4115753173828
2021-11-04,137.9702911376953
2021-11-05,141.95843505859375
2021-11-08,139.36904907226562
2021-11-09,139.45233154296875
2021-11-10,136.52157592773438
2021-11-11,137.74549865722656
2021-11-12,137.21263122558594
2021-11-15,138.45321655273438
2021-11-16,137.27090454101562
2021-11-17,139.45233154296875
2021-11-18,141.02598571777344
2021-11-19,138.827880859375
2021-11-22,139.86862182617188
2021-11-23,140.73452758789062
2021-11-24,140.73452758789062
2021-11-26,133.61578369140625
2021-11-29,133.1661834716797
2021-11-30,127.25471496582031
2021-12-01,122.99180603027344
2021-12-02,126.43877410888672
2021-12-03,124.21572875976562
2021-12-06,127.0549087524414
2021-12-07,130.09388732910156
2021-12-08,131.093017578125
2021-12-09,128.09754943847656
2021-12-10,128.2490234375
2021-12-13,127.13835906982422
2021-12-14,126.99528503417969
2021-12-15,127.92926788330078
2021-12-16,127.6095199584961
2021-12-17,126.82703399658203
2021-12-20,123.0743179321289
2021-12-21,129.97393798828125
2021-12-22,130.86581420898438
2021-12-23,130.80691528320312
2021-12-27,133.305908203125
2021-12-28,132.75062561035156
2021-12-29,133.58363342285156
2021-12-30,134.66062927246094
2021-12-31,134.4334716796875
2022-01-03,134.87937927246094
2022-01-04,137.1343994140625
2022-01-05,135.49365234375
2022-01-06,137.2858428955078
2022-01-07,135.695556640625
2022-01-10,135.367431640625
2022-01-11,136.166748046875
2022-01-12,136.2509002685547
2022-01-13,137.142822265625
2022-01-14,131.00885009765625
2022-01-18,129.48590087890625
2022-01-19,125.0263900756836
2022-01-20,124.0503158569336
2022-01-21,123.65486907958984
2022-01-24,122.93123626708984
2022-01-25,123.5033950805664
2022-01-26,122.49374389648438
2022-01-27,121.07170867919922
2022-01-28,123.1836929321289
2022-01-31,123.8568115234375
2022-02-01,123.99142456054688
2022-02-02,125.83415222167969
2022-02-03,122.47687530517578
2022-02-04,122.15714263916016
2022-02-07,125.30404663085938
2022-02-08,119.51507568359375
2022-02-09,120.3985595703125
2022-02-10,121.14745330810547
2022-02-11,119.33840942382812
2022-02-14,117.71444702148438
2022-02-15,118.90928649902344
2022-02-16,121.04647064208984
2022-02-17,120.88661193847656
2022-02-18,118.59793853759766
2022-02-22,116.1578369140625
2022-02-23,112.80899810791016
2022-02-24,115.96431732177734
2022-02-25,117.54615783691406
2022-02-28,115.74554443359375
2022-03-01,113.25494384765625
2022-03-02,116.76366424560547
2022-03-03,117.3021469116211
2022-03-04,115.1817855834961
2022-03-07,107.92875671386719
2022-03-08,110.55399322509766
2022-03-09,112.96549224853516
2022-03-10,112.99958038330078
2022-03-11,110.81815338134766
2022-03-14,109.23319244384766
2022-03-15,109.8211669921875
2022-03-16,111.90884399414062
2022-03-17,112.1815185546875
2022-03-18,111.49132537841797
2022-03-21,109.97454071044922
2022-03-22,113.195556640625
2022-03-23,110.78404998779297
2022-03-24,110.88631439208984
2022-03-25,110.92040252685547
2022-03-28,112.2667465209961
2022-03-29,117.6606674194336
2022-03-30,114.857177734375
2022-03-31,112.10484313964844
2022-04-01,113.3318862915039
2022-04-04,114.63565063476562
2022-04-05,111.26976776123047
2022-04-06,108.95199584960938
2022-04-07,106.94951629638672
2022-04-08,108.61966705322266
2022-04-11,108.0317153930664
2022-04-12,107.52044677734375
2022-04-13,108.71339416503906
2022-04-14,108.96904754638672
2022-04-18,108.97755432128906
2022-04-19,111.90034484863281
2022-04-20,112.98252868652344
2022-04-21,111.49984741210938
2022-04-22,107.2647933959961
2022-04-25,107.61417388916016
2022-04-26,105.77359771728516
2022-04-27,104.06935119628906
2022-04-28,106.01219940185547
2022-04-29,100.55010223388672
2022-05-02,99.5616455078125
2022-05-03,102.99568939208984
2022-05-04,106.15704345703125
2022-05-05,104.24830627441406
2022-05-06,103.46434783935547
2022-05-09,100.71200561523438
2022-05-10,101.46185302734375
2022-05-11,96.29802703857422
2022-05-12,98.52205657958984
2022-05-13,99.5105209350586
2022-05-16,99.58721160888672
2022-05-17,102.90196228027344
2022-05-18,96.86042022705078
2022-05-19,93.76722717285156
2022-05-20,92.74468231201172
2022-05-23,91.8329086303711
2022-05-24,91.90107727050781
2022-05-25,93.04293060302734
2022-05-26,95.46295166015625
2022-05-27,96.91156005859375
2022-05-31,97.69550323486328
2022-06-01,94.73011779785156
2022-06-02,95.71006774902344
2022-06-03,93.69054412841797
2022-06-06,93.40935516357422
2022-06-07,95.67597961425781
2022-06-08,93.33122253417969
2022-06-09,89.87035369873047
2022-06-10,87.61213684082031
2022-06-13,84.05608367919922
2022-06-14,83.50233459472656
2022-06-15,84.3589096069336
2022-06-16,81.86708068847656
2022-06-17,82.7928695678711
2022-06-21,83.5715560913086
2022-06-22,83.01780700683594
2022-06-23,83.6667251586914
2022-06-24,86.19316864013672
2022-06-27,86.62578582763672
2022-06-28,85.87303924560547
2022-06-29,84.1512451171875
2022-06-30,82.12663269042969
2022-07-01,82.78421020507812
2022-07-05,84.4194564819336
2022-07-06,83.42446899414062
2022-07-07,84.68769836425781
2022-07-08,84.5232925415039
2022-07-11,84.11664581298828
2022-07-12,84.44542694091797
2022-07-13,82.68038177490234
2022-07-14,81.33063507080078
2022-07-15,83.37255096435547
2022-07-18,85.34525299072266
2022-07-19,88.48600006103516
2022-07-20,89.5069580078125
2022-07-21,90.19049072265625
2022-07-22,89.70596313476562
2022-07-25,90.00878143310547
2022-07-26,88.75423431396484
2022-07-27,90.086669921875
2022-07-28,92.97648620605469
2022-07-29,93.99745178222656
2022-08-01,93.98880004882812
2022-08-02,91.26335906982422
2022-08-03,92.5179214477539
2022-08-04,91.55753326416016
2022-08-05,92.1458969116211
2022-08-08,94.17048645019531
2022-08-09,93.45235443115234
2022-08-10,96.3681411743164
2022-08-11,98.69559478759766
2022-08-12,100.23568725585938
2022-08-15,97.98612213134766
2022-08-16,99.08495330810547
2022-08-17,97.63137817382812
2022-08-18,98.0553207397461
2022-08-19,96.04803466796875
2022-08-22,92.3535385131836
2022-08-23,92.44005584716797
2022-08-24,92.30162811279297
2022-08-25,93.65135955810547
2022-08-26,90.7182846069336
2022-08-29,89.68002319335938
2022-08-30,89.80113220214844
2022-08-31,88.23509216308594
2022-09-01,87.67269897460938
2022-09-02,86.98052215576172
2022-09-06,87.42179107666016
2022-09-07,89.51561737060547
2022-09-08,90.24609375
2022-09-09,91.32862854003906
2022-09-12,92.63118743896484
2022-09-13,88.3714828491211
2022-09-14,88.03702545166016
2022-09-15,87.60578918457031
2022-09-16,87.74659729003906
2022-09-19,88.25704956054688
2022-09-20,86.53205108642578
2022-09-21,84.18216705322266
2022-09-22,81.12820434570312
2022-09-23,79.36799621582031
2022-09-26,76.88607788085938
2022-09-27,78.3558578491211
2022-09-28,81.43623352050781
2022-09-29,78.4438705444336
2022-09-30,78.98954010009766
2022-10-03,80.07206726074219
2022-10-04,84.37580108642578
2022-10-05,84.28777313232422
2022-10-06,83.3284683227539
2022-10-07,81.44503784179688
2022-10-10,81.43623352050781
2022-10-11,83.45167541503906
2022-10-12,82.44835662841797
2022-10-13,84.340576171875
2022-10-14,84.36699676513672
2022-10-17,87.26254272460938
2022-10-18,86.83129119873047
2022-10-19,86.27681732177734
2022-10-20,86.52323913574219
2022-10-21,88.92594909667969
2022-10-24,90.11408233642578
2022-10-25,93.15045928955078
2022-10-26,92.87761688232422
2022-10-27,93.63451385498047
2022-10-28,95.89637756347656
2022-10-31,95.91398620605469
2022-11-01,100.19129180908203
2022-11-02,98.22866821289062
2022-11-03,99.08235168457031
2022-11-04,101.71388244628906
2022-11-07,102.8580093383789
2022-11-08,101.58186340332031
2022-11-09,99.3816146850586
2022-11-10,105.64796447753906
2022-11-11,105.78878021240234
2022-11-14,103.43888854980469
2022-11-15,105.75357818603516
2022-11-16,101.73148345947266
2022-11-17,101.90751647949219
2022-11-18,103.76453399658203
2022-11-21,103.130859375
2022-11-22,105.06708526611328
2022-11-23,105.2695083618164
2022-11-25,106.22883605957031
2022-11-28,101.881103515625
2022-11-29,103.37728118896484
2022-11-30,105.1198959350586
2022-12-01,104.741455078125
2022-12-02,105.0318832397461
2022-12-05,103.57972717285156
2022-12-06,104.08137512207031
2022-12-07,104.77665710449219
2022-12-08,104.66049194335938
2022-12-09,104.32984161376953
2022-12-12,106.00090026855469
2022-12-13,107.44856262207031
2022-12-14,106.97496032714844
2022-12-15,105.634521484375
2022-12-16,103.94558715820312
2022-12-19,103.32006072998047
2022-12-20,103.3558120727539
2022-12-21,104.151123046875
2022-12-22,103.98133850097656
2022-12-23,105.36643981933594
2022-12-27,105.5362319946289
2022-12-28,102.81962585449219
2022-12-29,104.83919525146484
2022-12-30,104.98219299316406
2023-01-03,105.03580474853516
2023-01-04,108.27070617675781
2023-01-05,104.92857360839844
2023-01-06,106.22431945800781
2023-01-09,105.73281860351562
2023-01-10,104.41920471191406
2023-01-11,108.44941711425781
2023-01-12,112.58686065673828
2023-01-13,112.21155548095703
2023-01-17,111.72006225585938
2023-01-18,109.24474334716797
2023-01-19,108.0651626586914
2023-01-20,110.49580383300781
2023-01-23,111.67537689208984
2023-01-24,112.10431671142578
2023-01-25,111.87197875976562
2023-01-26,112.89070892333984
2023-01-27,114.92815399169922
2023-01-30,112.55111694335938
2023-01-31,114.79412078857422
2023-02-01,115.21410369873047
2023-02-02,117.76984405517578
2023-02-03,116.00048828125
2023-02-06,114.9549560546875
2023-02-07,112.50643920898438
2023-02-08,111.0230484008789
2023-02-09,111.17495727539062
2023-02-10,111.12135314941406
2023-02-13,112.39920806884766
2023-02-14,112.06857299804688
2023-02-15,112.1668701171875
2023-02-16,111.12135314941406
2023-02-17,110.50473022460938
2023-02-21,107.78813934326172
2023-02-22,108.21707916259766
2023-02-23,109.28942108154297
2023-02-24,108.86943054199219
2023-02-27,109.47708129882812
2023-02-28,109.10176849365234
2023-03-01,108.35112762451172
2023-03-02,109.7809066772461
2023-03-03,110.88005828857422
2023-03-06,110.67453002929688
2023-03-07,107.77920532226562
2023-03-08,109.18218994140625
2023-03-09,106.3886947631836
2023-03-10,101.12820434570312
2023-03-13,101.05565643310547
2023-03-14,101.7630844116211
2023-03-15,99.486572265625
2023-03-16,99.04215240478516
2023-03-17,94.60702514648438
2023-03-20,97.15563201904297
2023-03-21,98.9696044921875
2023-03-22,94.60702514648438
2023-03-23,92.85655975341797
2023-03-24,93.85423278808594
2023-03-27,93.69097900390625
2023-03-28,94.46190643310547
2023-03-29,96.67494201660156
2023-03-30,97.5547103881836
2023-03-31,101.55449676513672
2023-04-03,101.96263885498047
2023-04-04,100.95588684082031
2023-04-05,99.7223892211914
2023-04-06,99.55912780761719
2023-04-10,99.36866760253906
2023-04-11,99.91285705566406
2023-04-12,99.32331848144531
2023-04-13,98.80635070800781
2023-04-14,97.5547103881836
2023-04-17,100.99215698242188
2023-04-18,100.94681549072266
2023-04-19,101.63612365722656
2023-04-20,100.46611022949219
2023-04-21,100.3663558959961
2023-04-24,99.97634887695312
2023-04-25,99.060302734375
2023-04-26,98.26215362548828
2023-04-27,100.31192779541016
2023-04-28,102.7789077758789
2023-05-01,102.93309783935547
2023-05-02,101.62703704833984
2023-05-03,97.58191680908203
2023-05-04,97.81774139404297
2023-05-05,99.35961151123047
2023-05-08,97.95378112792969
2023-05-09,96.58423614501953
2023-05-10,96.62052154541016
2023-05-11,96.36656951904297
2023-05-12,96.45726013183594
2023-05-15,96.98331451416016
2023-05-16,94.08097839355469
2023-05-17,96.41191101074219
2023-05-18,95.72261047363281
2023-05-19,95.55935668945312
2023-05-22,96.12168884277344
2023-05-23,94.44377136230469
2023-05-24,92.65702819824219
2023-05-25,91.83165740966797
2023-05-26,92.83841705322266
2023-05-30,93.88143157958984
2023-05-31,95.36888885498047
2023-06-01,93.78167724609375
2023-06-02,96.60237884521484
2023-06-05,96.63866424560547
2023-06-06,99.01493835449219
2023-06-07,102.21658325195312
2023-06-08,101.16536712646484
2023-06-09,102.07825469970703
2023-06-12,101.39590454101562
2023-06-13,102.3180160522461
2023-06-14,102.2626953125
2023-06-15,102.28113555908203
2023-06-16,104.0054931640625
2023-06-20,102.1059341430664
2023-06-21,102.1059341430664
2023-06-22,100.58443450927734
2023-06-23,99.34880065917969
2023-06-26,102.41944885253906
2023-06-27,104.26368713378906
2023-06-28,104.0054931640625
2023-06-29,105.82205963134766
2023-06-30,106.4859848022461
2023-07-03,107.92448425292969
2023-07-05,109.00336456298828
2023-07-06,109.82403564453125
2023-07-07,109.31687927246094
2023-07-10,111.52996063232422
2023-07-11,113.42951965332031
2023-07-12,112.90391540527344
2023-07-13,112.35063171386719
2023-07-14,111.83425903320312
2023-07-17,112.17544555664062
2023-07-18,112.05555725097656
2023-07-19,113.7983627319336
2023-07-20,114.11187744140625
2023-07-21,114.01966857910156
2023-07-24,114.7204818725586
2023-07-25,114.05655670166016
2023-07-26,114.4991683959961
2023-07-27,113.4202880859375
2023-07-28,114.7850341796875
2023-07-31,114.89568328857422
2023-08-01,115.6702651977539
2023-08-02,114.39773559570312
2023-08-03,109.1509017944336
2023-08-04,109.07713317871094
2023-08-07,110.34042358398438
2023-08-08,109.73181915283203
2023-08-09,109.54740905761719
2023-08-10,109.59351348876953
2023-08-11,109.61195373535156
2023-08-14,109.7502670288086
2023-08-15,108.68984985351562
2023-08-16,106.60585021972656
2023-08-17,105.25957489013672
2023-08-18,106.59663391113281
2023-08-21,103.94094848632812
2023-08-22,102.29035186767578
2023-08-23,102.94505310058594
2023-08-24,102.04138946533203
2023-08-25,102.1059341430664
2023-08-28,102.97271728515625
2023-08-29,104.68785095214844
2023-08-30,104.66941833496094
2023-08-31,104.65097045898438
2023-09-01,105.96037292480469
2023-09-05,105.98802947998047
2023-09-06,106.73494720458984
2023-09-07,107.2974624633789
2023-09-08,107.45683288574219
2023-09-11,107.56932067871094
2023-09-12,108.26309204101562
2023-09-13,107.59745025634766
2023-09-14,110.04434967041016
2023-09-15,109.13497161865234
2023-09-18,107.10995483398438
2023-09-19,107.11933135986328
2023-09-20,106.65058135986328
2023-09-21,104.66307067871094
2023-09-22,104.7005615234375
2023-09-25,105.1224365234375
2023-09-26,102.32868194580078
2023-09-27,101.42867279052734
2023-09-28,102.0286865234375
2023-09-29,101.27867126464844
2023-10-02,98.09114837646484
2023-10-03,96.90990447998047
2023-10-04,97.91303253173828
2023-10-05,98.00677490234375
2023-10-06,97.8849105834961
2023-10-09,98.85054016113281
2023-10-10,99.51615905761719
2023-10-11,101.5599136352539
2023-10-12,100.64116668701172
2023-10-13,100.34117126464844
2023-10-16,101.5599136352539
2023-10-17,103.26618957519531
2023-10-18,101.76618194580078
2023-10-19,99.84429168701172
2023-10-20,99.51615905761719
2023-10-23,98.6349105834961
2023-10-24,99.347412109375
2023-10-25,98.4192886352539
2023-10-26,99.67554473876953
2023-10-27,98.00677490234375
2023-10-30,98.7474136352539
2023-10-31,103.02243041992188
2023-11-01,105.45994567871094
2023-11-02,108.60057830810547
2023-11-03,110.52247619628906
2023-11-06,109.76309204101562
2023-11-07,108.0380859375
2023-11-08,108.2255859375
2023-11-09,106.6787109375
2023-11-10,108.1224594116211
2023-11-13,108.3193359375
2023-11-14,113.24124145507812
2023-11-15,113.0068588256836
2023-11-16,112.89435577392578
2023-11-17,114.07562255859375
2023-11-20,115.07875061035156
2023-11-21,114.14125061035156
2023-11-22,113.53186798095703
2023-11-24,113.2881088256836
2023-11-27,114.10374450683594
2023-11-28,114.46936798095703
2023-11-29,115.08811950683594
2023-11-30,117.08500671386719
2023-12-01,120.76941680908203
2023-12-04,122.67253875732422
2023-12-05,122.6069107055664
2023-12-06,123.49754333496094
2023-12-07,124.94342041015625
2023-12-08,126.39877319335938
2023-12-11,128.2061004638672
2023-12-12,127.93025970458984
2023-12-13,132.46759033203125
2023-12-14,139.43055725097656
2023-12-15,137.30934143066406
2023-12-18,136.61492919921875
2023-12-19,138.07981872558594
2023-12-20,137.08102416992188
2023-12-21,135.28321838378906
2023-12-22,135.35931396484375
2023-12-26,136.65298461914062
2023-12-27,136.66250610351562
2023-12-28,137.2427520751953
2023-12-29,135.6827392578125
2024-01-02,136.0537109375
2024-01-03,133.25711059570312
2024-01-04,133.41880798339844
2024-01-05,133.789794921875
2024-01-08,135.35931396484375
2024-01-09,135.2166290283203
2024-01-10,137.62322998046875
2024-01-11,137.33787536621094
2024-01-12,139.46861267089844
2024-01-16,138.4317626953125
2024-01-17,135.18807983398438
2024-01-18,134.91224670410156
2024-01-19,134.7124786376953
2024-01-22,135.0929718017578
2024-01-23,135.6446990966797
2024-01-24,134.58883666992188
2024-01-25,135.8634796142578
2024-01-26,135.03590393066406
2024-01-29,134.81712341308594
2024-01-30,132.44857788085938
2024-01-31,131.8492889404297
2024-02-01,132.6007537841797
2024-02-02,131.2119903564453
2024-02-05,130.11805725097656
2024-02-06,136.3961639404297
2024-02-07,136.4437255859375
2024-02-08,137.07154846191406
2024-02-09,139.76348876953125
2024-02-12,138.59347534179688
2024-02-13,136.5198211669922
2024-02-14,135.89199829101562
2024-02-15,140.7812957763672
2024-02-16,142.6457061767578
2024-02-20,141.6374053955078
2024-02-21,142.95010375976562
2024-02-22,144.12008666992188
2024-02-23,143.0166778564453
2024-02-26,142.23666381835938
2024-02-27,142.39837646484375
2024-02-28,142.5505828857422
2024-02-29,140.9144744873047
2024-03-01,143.10231018066406
2024-03-04,144.9761962890625
2024-03-05,142.5505828857422
2024-03-06,144.89060974121094
2024-03-07,144.24501037597656
2024-03-08,145.45909118652344
2024-03-11,144.3413848876953
2024-03-12,145.11221313476562
2024-03-13,145.9697723388672
2024-03-14,143.9174041748047
2024-03-15,145.27601623535156
2024-03-18,146.41302490234375
2024-03-19,148.4846954345703
2024-03-20,149.7373046875
2024-03-21,150.1323699951172
2024-03-22,146.3262939453125
2024-03-25,145.55545043945312
2024-03-26,145.17965698242188
2024-03-27,148.706298828125
2024-03-28,150.78759765625
2024-04-01,147.8872528076172
2024-04-02,144.57261657714844
2024-04-03,144.29319763183594
2024-04-04,142.55877685546875
2024-04-05,144.67860412597656
2024-04-08,144.88096618652344
2024-04-09,144.71714782714844
2024-04-10,140.24624633789062
2024-04-11,141.5084991455078
2024-04-12,139.533203125
2024-04-15,137.20138549804688
2024-04-16,135.23573303222656
2024-04-17,135.80422973632812
2024-04-18,135.25497436523438
2024-04-19,135.3224334716797
2024-04-22,137.2206573486328
2024-04-23,138.5407257080078
2024-04-24,137.6060791015625
2024-04-25,137.5289764404297
2024-04-26,137.17247009277344
2024-04-29,139.55247497558594
2024-04-30,135.40916442871094
2024-05-01,135.0718994140625
2024-05-02,136.2089080810547
2024-05-03,137.72171020507812
2024-05-06,139.1766815185547
2024-05-07,142.55877685546875
2024-05-08,142.4913330078125
2024-05-09,143.69578552246094
2024-05-10,142.33714294433594
2024-05-13,141.61448669433594
2024-05-14,144.09083557128906
2024-05-15,144.77496337890625
2024-05-16,143.24290466308594
2024-05-17,143.3681640625
2024-05-20,141.03634643554688
2024-05-21,142.5780487060547
2024-05-22,140.86289978027344
2024-05-23,139.38868713378906
2024-05-24,142.4913330078125
2024-05-28,141.81683349609375
2024-05-29,141.73976135253906
2024-05-30,143.03091430664062
2024-05-31,145.79632568359375
2024-06-03,146.07579040527344
2024-06-04,146.91407775878906
2024-06-05,147.8583526611328
2024-06-06,148.17633056640625
2024-06-07,148.1860809326172
2024-06-10,148.43016052246094
2024-06-11,147.2000732421875
2024-06-12,149.52359008789062
2024-06-13,148.26419067382812
2024-06-14,145.29638671875
2024-06-17,144.16390991210938
2024-06-18,143.43173217773438
2024-06-20,142.76788330078125
2024-06-21,142.68978881835938
2024-06-24,146.87791442871094
2024-06-25,144.3591766357422
2024-06-26,144.0858154296875
2024-06-27,146.25311279296875
2024-06-28,148.19586181640625
2024-07-01,143.04124450683594
2024-07-02,144.27130126953125
2024-07-03,144.73989868164062
2024-07-05,142.62142944335938
2024-07-08,143.38291931152344
2024-07-09,144.06629943847656
2024-07-10,144.91563415527344
2024-07-11,145.26708984375
2024-07-12,145.93093872070312
2024-07-15,146.49716186523438
2024-07-16,147.91273498535156
2024-07-17,151.2222442626953
2024-07-18,149.47476196289062
2024-07-19,149.8066864013672
2024-07-22,153.99484252929688
2024-07-23,153.0966796875
2024-07-24,146.33120727539062
2024-07-25,145.76498413085938
2024-07-26,148.83042907714844
2024-07-29,149.201416015625
2024-07-30,151.1343994140625
2024-07-31,149.79693603515625
2024-08-01,149.79693603515625
2024-08-02,147.4832000732422
2024-08-05,144.53489685058594
2024-08-06,151.84706115722656
2024-08-07,149.28927612304688
2024-08-08,151.47608947753906
2024-08-09,154.90274047851562
2024-08-12,149.4650115966797
2024-08-13,152.21803283691406
2024-08-14,153.0966796875
2024-08-15,154.1119842529297
2024-08-16,152.97952270507812
2024-08-19,156.09378051757812
2024-08-20,155.61541748046875
2024-08-21,157.31410217285156
2024-08-22,158.35870361328125
2024-08-23,162.54685974121094
2024-08-26,163.3864288330078
2024-08-27,164.06005859375
2024-08-28,163.72811889648438
2024-08-29,161.57058715820312
2024-08-30,163.3766632080078
2024-09-03,160.02810668945312
2024-09-04,161.16055297851562
2024-09-05,160.28192138671875
2024-09-06,160.59432983398438
2024-09-09,160.08026123046875
2024-09-10,162.08709716796875
2024-09-11,161.5137176513672
2024-09-12,161.86959838867188
2024-09-13,162.1464080810547
2024-09-16,163.01634216308594
2024-09-17,162.47264099121094
2024-09-18,162.47264099121094
2024-09-19,165.15167236328125
2024-09-20,164.6475067138672
2024-09-23,166.22921752929688
2024-09-24,168.16683959960938
2024-09-25,167.1683807373047
2024-09-26,164.5091094970703
2024-09-27,165.79425048828125
2024-09-30,167.08929443359375
2024-10-01,167.6132354736328
2024-10-02,166.61476135253906
2024-10-03,166.42694091796875
2024-10-04,167.64288330078125
2024-10-07,165.58665466308594
2024-10-08,165.31973266601562
2024-10-09,167.29689025878906
2024-10-10,165.9128875732422
2024-10-11,168.8291778564453
2024-10-14,169.71888732910156
2024-10-15,172.6352081298828
2024-10-16,173.0306396484375
2024-10-17,172.35841369628906
2024-10-18,174.8990478515625
2024-10-21,172.22000122070312
2024-10-22,172.85269165039062
2024-10-23,171.83445739746094
2024-10-24,171.41925048828125
2024-10-25,168.57215881347656
2024-10-28,170.54931640625
2024-10-29,170.01547241210938
2024-10-30,170.1143341064453
2024-10-31,167.18814086914062
2024-11-01,165.78436279296875
2024-11-04,170.19342041015625
2024-11-05,172.39794921875
2024-11-06,171.62686157226562
2024-11-07,173.74241638183594
2024-11-08,176.97506713867188
2024-11-11,179.2685546875
2024-11-12,176.18418884277344
2024-11-13,177.1233367919922
2024-11-14,176.27316284179688
2024-11-15,178.21078491210938
2024-11-18,178.78416442871094
2024-11-19,179.14004516601562
2024-11-20,178.84347534179688
2024-11-21,179.72329711914062
2024-11-22,179.07083129882812
2024-11-25,178.0526123046875
2024-11-26,181.36434936523438
2024-11-27,181.65103149414062
2024-11-29,181.50274658203125
2024-12-02,179.29820251464844
2024-12-03,178.56666564941406
2024-12-04,179.4365997314453
2024-12-05,179.80239868164062
2024-12-06,181.739990234375
2024-12-09,182.11000061035156
2024-12-10,179.22999572753906
2024-12-11,176.6300048828125
2024-12-12,177.1999969482422
2024-12-13,179.60000610351562
2024-12-16,181.92999267578125
2024-12-17,179.9600067138672
