,PLD
2021-06-03,110.3973159790039
2021-06-04,110.86837768554688
2021-06-07,111.13106536865234
2021-06-08,112.0188217163086
2021-06-09,111.97351837158203
2021-06-10,114.39217376708984
2021-06-11,112.96997833251953
2021-06-14,114.28345489501953
2021-06-15,112.10760498046875
2021-06-16,110.54167938232422
2021-06-17,111.62508392333984
2021-06-18,108.8574447631836
2021-06-21,111.60686492919922
2021-06-22,111.05152893066406
2021-06-23,110.26856231689453
2021-06-24,110.4051284790039
2021-06-25,111.06973266601562
2021-06-28,110.72378540039062
2021-06-29,110.56900787353516
2021-06-30,108.821044921875
2021-07-01,109.230712890625
2021-07-02,110.18663787841797
2021-07-06,111.56135559082031
2021-07-07,112.24414825439453
2021-07-08,112.08030700683594
2021-07-09,114.15601348876953
2021-07-12,115.99504852294922
2021-07-13,114.35630798339844
2021-07-14,114.92076110839844
2021-07-15,115.55805206298828
2021-07-16,115.87669372558594
2021-07-19,115.4214859008789
2021-07-20,116.5230712890625
2021-07-21,115.53072357177734
2021-07-22,115.77654266357422
2021-07-23,116.43203735351562
2021-07-26,116.51396179199219
2021-07-27,117.61556243896484
2021-07-28,116.19532775878906
2021-07-29,116.43203735351562
2021-07-30,116.56861114501953
2021-08-02,116.95097351074219
2021-08-03,118.05255126953125
2021-08-04,117.3515396118164
2021-08-05,118.7626724243164
2021-08-06,118.08898162841797
2021-08-09,118.3620834350586
2021-08-10,117.76123809814453
2021-08-11,117.3515396118164
2021-08-12,118.41674041748047
2021-08-13,120.15560150146484
2021-08-16,121.71238708496094
2021-08-17,122.06744384765625
2021-08-18,120.62902069091797
2021-08-19,121.22076416015625
2021-08-20,122.22223663330078
2021-08-23,121.43928527832031
2021-08-24,119.03577423095703
2021-08-25,118.83551025390625
2021-08-26,118.91744232177734
2021-08-27,119.5456314086914
2021-08-30,121.74880981445312
2021-08-31,122.5954818725586
2021-09-01,125.44507598876953
2021-09-02,126.06414031982422
2021-09-03,126.53755950927734
2021-09-07,125.31759643554688
2021-09-08,126.12785339355469
2021-09-09,122.6501235961914
2021-09-10,121.65778350830078
2021-09-13,120.8839111328125
2021-09-14,120.67453002929688
2021-09-15,121.3482437133789
2021-09-16,121.27505493164062
2021-09-17,119.01566314697266
2021-09-20,118.05519104003906
2021-09-21,117.86311340332031
2021-09-22,118.92417907714844
2021-09-23,117.85397338867188
2021-09-24,116.99411010742188
2021-09-27,115.429931640625
2021-09-28,114.87194061279297
2021-09-29,115.65860748291016
2021-09-30,114.73472595214844
2021-10-01,115.64945983886719
2021-10-04,116.01536560058594
2021-10-05,115.64945983886719
2021-10-06,116.89349365234375
2021-10-07,118.34793090820312
2021-10-08,117.57040405273438
2021-10-11,117.9454574584961
2021-10-12,121.00977325439453
2021-10-13,122.48249816894531
2021-10-14,124.15646362304688
2021-10-15,125.29987335205078
2021-10-18,127.87024688720703
2021-10-19,127.25739288330078
2021-10-20,131.19073486328125
2021-10-21,132.58114624023438
2021-10-22,131.72128295898438
2021-10-25,132.72750854492188
2021-10-26,133.76112365722656
2021-10-27,131.5932159423828
2021-10-28,134.16360473632812
2021-10-29,132.59942626953125
2021-11-01,132.38902282714844
2021-11-02,134.49293518066406
2021-11-03,135.06007385253906
2021-11-04,135.2612762451172
2021-11-05,134.18191528320312
2021-11-08,135.4442138671875
2021-11-09,135.79183959960938
2021-11-10,136.08457946777344
2021-11-11,136.2126007080078
2021-11-12,136.1211700439453
2021-11-15,137.39260864257812
2021-11-16,136.72486877441406
2021-11-17,137.55726623535156
2021-11-18,137.74021911621094
2021-11-19,137.41090393066406
2021-11-22,138.03294372558594
2021-11-23,139.56968688964844
2021-11-24,141.3350830078125
2021-11-26,137.0998992919922
2021-11-29,140.2100067138672
2021-11-30,137.89569091796875
2021-12-01,138.7647247314453
2021-12-02,141.25277709960938
2021-12-03,141.4723358154297
2021-12-06,143.201171875
2021-12-07,145.71665954589844
2021-12-08,145.8447265625
2021-12-09,144.1250457763672
2021-12-10,145.5154571533203
2021-12-13,147.9307403564453
2021-12-14,145.7725830078125
2021-12-15,149.28993225097656
2021-12-16,149.92359924316406
2021-12-17,148.02255249023438
2021-12-20,148.2154083251953
2021-12-21,147.66439819335938
2021-12-22,149.014404296875
2021-12-23,148.54605102539062
2021-12-27,152.3480987548828
2021-12-28,152.25624084472656
2021-12-29,153.991943359375
2021-12-30,154.25831604003906
2021-12-31,154.616455078125
2022-01-03,151.4388885498047
2022-01-04,147.85726928710938
2022-01-05,144.78073120117188
2022-01-06,143.7888946533203
2022-01-07,141.1807403564453
2022-01-10,140.5286865234375
2022-01-11,140.5011444091797
2022-01-12,140.73072814941406
2022-01-13,140.6480712890625
2022-01-14,140.2715606689453
2022-01-18,140.90521240234375
2022-01-19,141.05215454101562
2022-01-20,141.5572509765625
2022-01-21,142.74195861816406
2022-01-24,140.79501342773438
2022-01-25,141.39198303222656
2022-01-26,139.33482360839844
2022-01-27,136.4786834716797
2022-01-28,142.411376953125
2022-01-31,144.0184783935547
2022-02-01,140.9878692626953
2022-02-02,144.48684692382812
2022-02-03,143.6695098876953
2022-02-04,140.9603271484375
2022-02-07,139.63787841796875
2022-02-08,138.8480682373047
2022-02-09,142.68685913085938
2022-02-10,136.31336975097656
2022-02-11,134.36643981933594
2022-02-14,133.47560119628906
2022-02-15,133.73275756835938
2022-02-16,132.59400939941406
2022-02-17,131.58377075195312
2022-02-18,130.9133758544922
2022-02-22,130.748046875
2022-02-23,129.2694854736328
2022-02-24,131.62973022460938
2022-02-25,136.3317413330078
2022-02-28,133.94398498535156
2022-03-01,133.86135864257812
2022-03-02,135.58787536621094
2022-03-03,137.3695068359375
2022-03-04,138.526611328125
2022-03-07,136.75418090820312
2022-03-08,134.9909210205078
2022-03-09,138.196044921875
2022-03-10,138.74708557128906
2022-03-11,135.76239013671875
2022-03-14,136.99298095703125
2022-03-15,139.44500732421875
2022-03-16,141.95217895507812
2022-03-17,144.61065673828125
2022-03-18,147.8414764404297
2022-03-21,146.6968231201172
2022-03-22,146.46604919433594
2022-03-23,145.13681030273438
2022-03-24,143.89988708496094
2022-03-25,145.22914123535156
2022-03-28,148.016845703125
2022-03-29,152.03228759765625
2022-03-30,151.5153350830078
2022-03-31,149.0599365234375
2022-04-01,153.04766845703125
2022-04-04,151.18301391601562
2022-04-05,153.49073791503906
2022-04-06,157.02615356445312
2022-04-07,155.84461975097656
2022-04-08,155.67845153808594
2022-04-11,152.98304748535156
2022-04-12,152.61383056640625
2022-04-13,152.30918884277344
2022-04-14,150.18609619140625
2022-04-18,150.46302795410156
2022-04-19,156.51844787597656
2022-04-20,159.3892822265625
2022-04-21,157.64462280273438
2022-04-22,155.75228881835938
2022-04-25,154.82919311523438
2022-04-26,152.89071655273438
2022-04-27,154.77378845214844
2022-04-28,159.70309448242188
2022-04-29,147.96144104003906
2022-05-02,141.35215759277344
2022-05-03,140.64138793945312
2022-05-04,140.56753540039062
2022-05-05,133.82901000976562
2022-05-06,130.04437255859375
2022-05-09,122.18889617919922
2022-05-10,115.76421356201172
2022-05-11,114.22266387939453
2022-05-12,114.39805603027344
2022-05-13,118.47809600830078
2022-05-16,115.61653900146484
2022-05-17,116.2165298461914
2022-05-18,110.33647155761719
2022-05-19,110.51185607910156
2022-05-20,110.51185607910156
2022-05-23,111.21340942382812
2022-05-24,110.84417724609375
2022-05-25,110.79801940917969
2022-05-26,112.94879913330078
2022-05-27,117.471923828125
2022-05-31,117.67501068115234
2022-06-01,116.17961120605469
2022-06-02,119.57655334472656
2022-06-03,117.76731872558594
2022-06-06,118.0350112915039
2022-06-07,119.70579528808594
2022-06-08,115.1734390258789
2022-06-09,112.77340698242188
2022-06-10,108.22259521484375
2022-06-13,100.09021759033203
2022-06-14,102.1487045288086
2022-06-15,107.0018539428711
2022-06-16,103.93376922607422
2022-06-17,102.6042709350586
2022-06-21,104.46369934082031
2022-06-22,107.3458480834961
2022-06-23,109.93047332763672
2022-06-24,113.97476959228516
2022-06-27,111.76202392578125
2022-06-28,110.5998764038086
2022-06-29,109.99555969238281
2022-06-30,109.38194274902344
2022-07-01,111.59468841552734
2022-07-05,112.89628601074219
2022-07-06,112.9241943359375
2022-07-07,113.9561767578125
2022-07-08,113.03575134277344
2022-07-11,113.22169494628906
2022-07-12,112.41284942626953
2022-07-13,112.27339935302734
2022-07-14,109.82820892333984
2022-07-15,112.50581359863281
2022-07-18,110.82300567626953
2022-07-19,116.31768035888672
2022-07-20,115.81562042236328
2022-07-21,116.84762573242188
2022-07-22,117.98188781738281
2022-07-25,118.54901123046875
2022-07-26,118.62338256835938
2022-07-27,118.43744659423828
2022-07-28,123.09536743164062
2022-07-29,123.24412536621094
2022-08-01,121.77516174316406
2022-08-02,120.2782974243164
2022-08-03,121.53340911865234
2022-08-04,121.5613021850586
2022-08-05,122.15632629394531
2022-08-08,121.99827575683594
2022-08-09,123.56021118164062
2022-08-10,124.96411895751953
2022-08-11,124.79676055908203
2022-08-12,127.59524536132812
2022-08-15,128.6551055908203
2022-08-16,127.4743423461914
2022-08-17,127.73468780517578
2022-08-18,127.02808380126953
2022-08-19,124.65728759765625
2022-08-22,121.73796844482422
2022-08-23,119.43226623535156
2022-08-24,121.90531158447266
2022-08-25,123.44863891601562
2022-08-26,119.32998657226562
2022-08-29,118.34446716308594
2022-08-30,116.8197250366211
2022-08-31,115.75984954833984
2022-09-01,115.56460571289062
2022-09-02,113.32396697998047
2022-09-06,115.09974670410156
2022-09-07,117.73085021972656
2022-09-08,118.92091369628906
2022-09-09,120.52002716064453
2022-09-12,121.04995727539062
2022-09-13,116.28978729248047
2022-09-14,113.28640747070312
2022-09-15,108.73922729492188
2022-09-16,106.35336303710938
2022-09-19,105.53936767578125
2022-09-20,103.78973388671875
2022-09-21,101.56293487548828
2022-09-22,101.55355834960938
2022-09-23,101.60970306396484
2022-09-26,97.45551300048828
2022-09-27,95.6965103149414
2022-09-28,97.24031066894531
2022-09-29,94.67667388916016
2022-09-30,95.0602798461914
2022-10-03,97.64263153076172
2022-10-04,99.16770935058594
2022-10-05,98.6530990600586
2022-10-06,95.35968017578125
2022-10-07,93.90009307861328
2022-10-10,92.53407287597656
2022-10-11,94.15270233154297
2022-10-12,93.96558380126953
2022-10-13,95.92105865478516
2022-10-14,93.1235122680664
2022-10-17,98.45662689208984
2022-10-18,99.03672790527344
2022-10-19,95.44389343261719
2022-10-20,95.86492156982422
2022-10-21,96.44502258300781
2022-10-24,96.71633911132812
2022-10-25,101.35709381103516
2022-10-26,102.7979736328125
2022-10-27,103.86458587646484
2022-10-28,105.7077865600586
2022-10-31,103.62132263183594
2022-11-01,101.56293487548828
2022-11-02,99.86943054199219
2022-11-03,101.05769348144531
2022-11-04,100.69279479980469
2022-11-07,101.91847229003906
2022-11-08,102.6856918334961
2022-11-09,101.78749084472656
2022-11-10,110.72276306152344
2022-11-11,108.65502166748047
2022-11-14,105.25867462158203
2022-11-15,105.49258422851562
2022-11-16,106.33466339111328
2022-11-17,105.0809097290039
2022-11-18,107.18608856201172
2022-11-21,107.55097198486328
2022-11-22,108.32755279541016
2022-11-23,108.09364318847656
2022-11-25,108.8982925415039
2022-11-28,104.2856216430664
2022-11-29,106.4843521118164
2022-11-30,110.20817565917969
2022-12-01,109.56259155273438
2022-12-02,109.41287994384766
2022-12-05,106.90538787841797
2022-12-06,107.22350311279297
2022-12-07,108.53337860107422
2022-12-08,110.03040313720703
2022-12-09,108.83279418945312
2022-12-12,110.43272399902344
2022-12-13,113.29574584960938
2022-12-14,113.75421905517578
2022-12-15,110.95667266845703
2022-12-16,105.71966552734375
2022-12-19,105.5595474243164
2022-12-20,105.66315460205078
2022-12-21,107.3209228515625
2022-12-22,106.68983459472656
2022-12-23,107.01951599121094
2022-12-27,106.70867156982422
2022-12-28,104.03365325927734
2022-12-29,107.34917449951172
2022-12-30,106.18120574951172
2023-01-03,106.1435317993164
2023-01-04,110.16546630859375
2023-01-05,106.29423522949219
2023-01-06,109.87348937988281
2023-01-09,109.3177490234375
2023-01-10,109.30833435058594
2023-01-11,113.92367553710938
2023-01-12,115.02571868896484
2023-01-13,114.81849670410156
2023-01-17,114.36637878417969
2023-01-18,115.5249252319336
2023-01-19,114.24394226074219
2023-01-20,115.68505096435547
2023-01-23,118.74624633789062
2023-01-24,119.05708312988281
2023-01-25,118.3883285522461
2023-01-26,120.6206283569336
2023-01-27,122.29723358154297
2023-01-30,120.36634063720703
2023-01-31,121.76976013183594
2023-02-01,123.29566192626953
2023-02-02,126.67711639404297
2023-02-03,123.97383117675781
2023-02-06,123.80430603027344
2023-02-07,122.70226287841797
2023-02-08,122.25957489013672
2023-02-09,120.60179138183594
2023-02-10,120.64889526367188
2023-02-13,121.77919006347656
2023-02-14,120.30982208251953
2023-02-15,120.1214370727539
2023-02-16,118.48251342773438
2023-02-17,118.0398178100586
2023-02-21,116.30670928955078
2023-02-22,115.76040649414062
2023-02-23,116.80593872070312
2023-02-24,114.32870483398438
2023-02-27,115.76982879638672
2023-02-28,116.23135375976562
2023-03-01,114.0932388305664
2023-03-02,117.38048553466797
2023-03-03,119.57512664794922
2023-03-06,119.77293395996094
2023-03-07,116.62696075439453
2023-03-08,117.79493713378906
2023-03-09,114.25335693359375
2023-03-10,110.18431091308594
2023-03-13,111.49356842041016
2023-03-14,112.86874389648438
2023-03-15,113.03829956054688
2023-03-16,113.93962097167969
2023-03-17,110.08758544921875
2023-03-20,112.62083435058594
2023-03-21,112.29823303222656
2023-03-22,108.27540588378906
2023-03-23,108.30386352539062
2023-03-24,111.03636169433594
2023-03-27,111.0648193359375
2023-03-28,110.67581939697266
2023-03-29,113.74039459228516
2023-03-30,115.67591857910156
2023-03-31,118.37995147705078
2023-04-03,117.43116760253906
2023-04-04,117.72530364990234
2023-04-05,116.00798797607422
2023-04-06,116.46340942382812
2023-04-10,117.40270233154297
2023-04-11,116.38751983642578
2023-04-12,116.52033233642578
2023-04-13,115.67591857910156
2023-04-14,113.62655639648438
2023-04-17,116.83344268798828
2023-04-18,117.3742446899414
2023-04-19,118.74998474121094
2023-04-20,116.93780517578125
2023-04-21,117.25090789794922
2023-04-24,116.88087463378906
2023-04-25,114.46147918701172
2023-04-26,112.97188568115234
2023-04-27,115.922607421875
2023-04-28,118.83537292480469
2023-05-01,116.13133239746094
2023-05-02,116.2072525024414
2023-05-03,117.80119323730469
2023-05-04,118.48431396484375
2023-05-05,120.73294067382812
2023-05-08,120.8468017578125
2023-05-09,119.4710693359375
2023-05-10,121.52043914794922
2023-05-11,119.30028533935547
2023-05-12,118.75946807861328
2023-05-15,118.86383819580078
2023-05-16,115.04022216796875
2023-05-17,116.41596221923828
2023-05-18,115.80874633789062
2023-05-19,116.75752258300781
2023-05-22,117.86762237548828
2023-05-23,117.21295928955078
2023-05-24,114.82200622558594
2023-05-25,115.73284912109375
2023-05-26,118.55074310302734
2023-05-30,117.9435043334961
2023-05-31,118.17123413085938
2023-06-01,116.35905456542969
2023-06-02,118.52227783203125
2023-06-05,118.24711608886719
2023-06-06,119.38567352294922
2023-06-07,121.50144958496094
2023-06-08,118.5127944946289
2023-06-09,115.09716033935547
2023-06-12,113.49371337890625
2023-06-13,115.13511657714844
2023-06-14,116.00798797607422
2023-06-15,116.31377410888672
2023-06-16,117.18335723876953
2023-06-20,115.47286987304688
2023-06-21,115.32953643798828
2023-06-22,113.38969421386719
2023-06-23,111.70787048339844
2023-06-26,113.72415161132812
2023-06-27,115.50153350830078
2023-06-28,115.2435302734375
2023-06-29,116.10355377197266
2023-06-30,117.18335723876953
2023-07-03,118.34916687011719
2023-07-05,118.48295593261719
2023-07-06,117.5273666381836
2023-07-07,116.57179260253906
2023-07-10,116.3997802734375
2023-07-11,117.74716186523438
2023-07-12,119.67744445800781
2023-07-13,121.31147766113281
2023-07-14,122.07596588134766
2023-07-17,122.29574584960938
2023-07-18,118.49251556396484
2023-07-19,117.32669067382812
2023-07-20,118.26318359375
2023-07-21,119.86856079101562
2023-07-24,121.36882781982422
2023-07-25,121.45482635498047
2023-07-26,123.53800201416016
2023-07-27,119.39075469970703
2023-07-28,118.1580581665039
2023-07-31,119.20919799804688
2023-08-01,118.66452026367188
2023-08-02,118.18672943115234
2023-08-03,118.31095886230469
2023-08-04,116.8106918334961
2023-08-07,118.9034194946289
2023-08-08,117.93828582763672
2023-08-09,117.15469360351562
2023-08-10,116.73424530029297
2023-08-11,118.0242919921875
2023-08-14,117.99562072753906
2023-08-15,117.2406997680664
2023-08-16,116.4380111694336
2023-08-17,114.86129760742188
2023-08-18,116.07489013671875
2023-08-21,114.803955078125
2023-08-22,115.64486694335938
2023-08-23,117.60382080078125
2023-08-24,116.33289337158203
2023-08-25,117.2120361328125
2023-08-28,118.49251556396484
2023-08-29,119.54365539550781
2023-08-30,120.11701202392578
2023-08-31,118.68363952636719
2023-09-01,119.05631256103516
2023-09-05,116.6291275024414
2023-09-06,115.98888397216797
2023-09-07,117.83316040039062
2023-09-08,117.0400390625
2023-09-11,116.73424530029297
2023-09-12,116.56224822998047
2023-09-13,115.85509490966797
2023-09-14,118.807861328125
2023-09-15,118.53841400146484
2023-09-18,118.10537719726562
2023-09-19,116.98908233642578
2023-09-20,116.35396575927734
2023-09-21,110.23360443115234
2023-09-22,109.77169036865234
2023-09-25,108.98258972167969
2023-09-26,107.29853820800781
2023-09-27,107.05794525146484
2023-09-28,107.90478515625
2023-09-29,107.98176574707031
2023-10-02,105.37389373779297
2023-10-03,103.44924926757812
2023-10-04,104.33458709716797
2023-10-05,104.92160034179688
2023-10-06,104.80612182617188
2023-10-09,105.33539581298828
2023-10-10,106.17262268066406
2023-10-11,108.16461944580078
2023-10-12,105.51824951171875
2023-10-13,105.51824951171875
2023-10-16,106.74038696289062
2023-10-17,104.0555191040039
2023-10-18,100.44682312011719
2023-10-19,98.71465301513672
2023-10-20,98.57030487060547
2023-10-23,97.0113525390625
2023-10-24,97.86780548095703
2023-10-25,95.01934814453125
2023-10-26,95.87580108642578
2023-10-27,93.6528549194336
2023-10-30,95.15406799316406
2023-10-31,96.95360565185547
2023-11-01,97.77157592773438
2023-11-02,100.77400970458984
2023-11-03,102.5350570678711
2023-11-06,100.9760971069336
2023-11-07,100.30247497558594
2023-11-08,101.16857147216797
2023-11-09,99.38827514648438
2023-11-10,100.61042785644531
2023-11-13,98.61842346191406
2023-11-14,105.2103042602539
2023-11-15,106.34583282470703
2023-11-16,106.11487579345703
2023-11-17,105.92241668701172
2023-11-20,106.81736755371094
2023-11-21,106.44207000732422
2023-11-22,107.33702087402344
2023-11-24,107.7796859741211
2023-11-27,107.65459442138672
2023-11-28,107.88555145263672
2023-11-29,108.7804946899414
2023-11-30,110.59928894042969
2023-12-01,113.8038101196289
2023-12-04,115.79581451416016
2023-12-05,114.17910766601562
2023-12-06,114.56403350830078
2023-12-07,114.46780395507812
2023-12-08,115.33389282226562
2023-12-11,117.40287780761719
2023-12-12,117.4702377319336
2023-12-13,124.37007141113281
2023-12-14,131.95314025878906
2023-12-15,130.02589416503906
2023-12-18,128.49571228027344
2023-12-19,129.53196716308594
2023-12-20,126.35540008544922
2023-12-21,126.82996368408203
2023-12-22,128.2245330810547
2023-12-26,129.25112915039062
2023-12-27,129.94839477539062
2023-12-28,130.9265594482422
2023-12-29,129.09619140625
2024-01-02,130.37452697753906
2024-01-03,126.40383911132812
2024-01-04,126.18109893798828
2024-01-05,126.44257354736328
2024-01-08,128.97027587890625
2024-01-09,128.87344360351562
2024-01-10,129.33828735351562
2024-01-11,127.17861938476562
2024-01-12,127.4013671875
2024-01-16,125.87117767333984
2024-01-17,122.85926818847656
2024-01-18,122.27818298339844
2024-01-19,124.38943481445312
2024-01-22,124.67998504638672
2024-01-23,123.97298431396484
2024-01-24,121.48404693603516
2024-01-25,122.2200698852539
2024-01-26,122.86894226074219
2024-01-29,123.85678100585938
2024-01-30,122.53966522216797
2024-01-31,122.69461822509766
2024-02-01,126.32635498046875
2024-02-02,125.17388916015625
2024-02-05,122.9076919555664
2024-02-06,126.38447570800781
2024-02-07,125.01892852783203
2024-02-08,127.50788116455078
2024-02-09,128.3020477294922
2024-02-12,127.8855972290039
2024-02-13,126.75247955322266
2024-02-14,126.38447570800781
2024-02-15,128.9024658203125
2024-02-16,129.18333435058594
2024-02-20,129.14459228515625
2024-02-21,129.21238708496094
2024-02-22,129.2317657470703
2024-02-23,129.00901794433594
2024-02-26,128.37950134277344
2024-02-27,128.3117218017578
2024-02-28,129.76441955566406
2024-02-29,129.06710815429688
2024-03-01,130.35516357421875
2024-03-04,129.39639282226562
2024-03-05,128.26329040527344
2024-03-06,128.8831024169922
2024-03-07,128.5538330078125
2024-03-08,130.81036376953125
2024-03-11,129.89031982421875
2024-03-12,130.32611083984375
2024-03-13,129.12521362304688
2024-03-14,126.6265869140625
2024-03-15,125.87535858154297
2024-03-18,125.01679992675781
2024-03-19,124.7338638305664
2024-03-20,125.56314849853516
2024-03-21,126.7241439819336
2024-03-22,125.48509979248047
2024-03-25,124.03141784667969
2024-03-26,122.08992767333984
2024-03-27,125.71925354003906
2024-03-28,127.04611206054688
2024-04-01,124.80215454101562
2024-04-02,122.51920318603516
2024-04-03,123.01676940917969
2024-04-04,121.65089416503906
2024-04-05,121.69966888427734
2024-04-08,123.09481811523438
2024-04-09,123.18262481689453
2024-04-10,117.68009185791016
2024-04-11,117.31910705566406
2024-04-12,116.09957885742188
2024-04-15,112.96781158447266
2024-04-16,111.94340515136719
2024-04-17,103.89448547363281
2024-04-18,102.13836669921875
2024-04-19,100.96760559082031
2024-04-22,101.54322052001953
2024-04-23,102.27494812011719
2024-04-24,100.66515350341797
2024-04-25,100.83101654052734
2024-04-26,101.52371215820312
2024-04-29,102.4505615234375
2024-04-30,99.56269836425781
2024-05-01,99.39684295654297
2024-05-02,101.98225402832031
2024-05-03,103.30911254882812
2024-05-06,102.11884307861328
2024-05-07,105.13353729248047
2024-05-08,103.29935455322266
2024-05-09,105.51402282714844
2024-05-10,104.8701171875
2024-05-13,105.05548095703125
2024-05-14,105.64085388183594
2024-05-15,107.3091812133789
2024-05-16,108.08967590332031
2024-05-17,108.7823715209961
2024-05-20,109.3189697265625
2024-05-21,107.90430450439453
2024-05-22,106.55794525146484
2024-05-23,103.06520080566406
2024-05-24,102.19689178466797
2024-05-28,102.4407958984375
2024-05-29,102.4407958984375
2024-05-30,104.94817352294922
2024-05-31,107.7969970703125
2024-06-03,104.78231048583984
2024-06-04,106.11891174316406
2024-06-05,106.08964538574219
2024-06-06,107.32869720458984
2024-06-07,107.5140609741211
2024-06-10,108.46041107177734
2024-06-11,108.86042785644531
2024-06-12,110.0604476928711
2024-06-13,109.64092254638672
2024-06-14,109.55311584472656
2024-06-17,109.50391387939453
2024-06-18,108.2935562133789
2024-06-20,107.41775512695312
2024-06-21,107.65392303466797
2024-06-24,109.84832763671875
2024-06-25,108.07706451416016
2024-06-26,108.6478042602539
2024-06-27,109.57279968261719
2024-06-28,110.5174789428711
2024-07-01,110.16321563720703
2024-07-02,111.40311431884766
2024-07-03,111.49168395996094
2024-07-05,112.63316345214844
2024-07-08,112.5839614868164
2024-07-09,112.6233139038086
2024-07-10,114.67996215820312
2024-07-11,118.48820495605469
2024-07-12,118.23234558105469
2024-07-15,119.20654296875
2024-07-16,119.55095672607422
2024-07-17,121.2435073852539
2024-07-18,120.66292572021484
2024-07-19,121.77488708496094
2024-07-22,124.63844299316406
2024-07-23,123.67408752441406
2024-07-24,121.11558532714844
2024-07-25,118.50787353515625
2024-07-26,120.72196960449219
2024-07-29,121.97169494628906
2024-07-30,124.0775375366211
2024-07-31,124.0381851196289
2024-08-01,125.68152618408203
2024-08-02,122.00122833251953
2024-08-05,117.04166412353516
2024-08-06,119.11798858642578
2024-08-07,118.23234558105469
2024-08-08,120.04297637939453
2024-08-09,119.95441436767578
2024-08-12,118.07489776611328
2024-08-13,120.72196960449219
2024-08-14,121.45015716552734
2024-08-15,122.77861022949219
2024-08-16,120.8892593383789
2024-08-19,122.70972442626953
2024-08-20,122.16850280761719
2024-08-21,122.4833984375
2024-08-22,123.96929931640625
2024-08-23,126.80332946777344
2024-08-26,126.84268951416016
2024-08-27,126.8820571899414
2024-08-28,124.87461853027344
2024-08-29,123.32967376708984
2024-08-30,125.7799301147461
2024-09-03,126.32115173339844
2024-09-04,126.2227554321289
2024-09-05,125.37648010253906
2024-09-06,125.19934844970703
2024-09-09,128.171142578125
2024-09-10,130.2868194580078
2024-09-11,128.6041259765625
2024-09-12,128.21051025390625
2024-09-13,127.90545654296875
2024-09-16,128.1632080078125
2024-09-17,127.75674438476562
2024-09-18,125.9227294921875
2024-09-19,127.38994598388672
2024-09-20,124.38612365722656
2024-09-23,125.53609466552734
2024-09-24,125.5856704711914
2024-09-25,124.30680847167969
2024-09-26,124.148193359375
2024-09-27,124.50508117675781
2024-09-30,125.18912506103516
2024-10-01,123.5335464477539
2024-10-02,123.10726165771484
2024-10-03,120.98574829101562
2024-10-04,121.36246490478516
2024-10-07,118.96337127685547
2024-10-08,118.30906677246094
2024-10-09,117.81339263916016
2024-10-10,117.25823211669922
2024-10-11,119.2012939453125
2024-10-14,119.41939544677734
2024-10-15,120.34136199951172
2024-10-16,125.87316131591797
2024-10-17,121.64004516601562
2024-10-18,121.44178009033203
2024-10-21,116.75263214111328
2024-10-22,117.91252899169922
2024-10-23,119.78620147705078
2024-10-24,119.35000610351562
2024-10-25,116.52462768554688
2024-10-28,116.79228973388672
2024-10-29,114.31388854980469
2024-10-30,114.86904907226562
2024-10-31,111.96436309814453
2024-11-01,112.4203872680664
2024-11-04,112.87641143798828
2024-11-05,113.44149017333984
2024-11-06,112.7574462890625
2024-11-07,113.223388671875
2024-11-08,114.82939910888672
2024-11-11,113.11434173583984
2024-11-12,111.7760009765625
2024-11-13,115.56300354003906
2024-11-14,113.75872802734375
2024-11-15,112.44021606445312
2024-11-18,113.65959167480469
2024-11-19,114.13543701171875
2024-11-20,113.550537109375
2024-11-21,112.98546600341797
2024-11-22,114.7996597290039
2024-11-25,117.05004119873047
2024-11-26,115.16645812988281
2024-11-27,116.78237915039062
2024-11-29,115.77118682861328
2024-12-02,114.83930206298828
2024-12-03,115.39447021484375
2024-12-04,114.05613708496094
2024-12-05,112.80702209472656
2024-12-06,111.03247833251953
2024-12-09,114.42293548583984
2024-12-10,112.17254638671875
2024-12-11,110.99282836914062
2024-12-12,110.68550872802734
2024-12-13,110.16999053955078
2024-12-16,108.87000274658203
2024-12-17,108.87000274658203
